AUN,School District,County,2013-14 Average Daily Membership,2013-14 Weighted Average Daily Membership,Instruction per ADM,Support Services per ADM,Non-Instructional per ADM,Current Exp per ADM,"Facilites, Acquistion & Construction per ADM",Other Financing Uses per ADM,Total Exp per ADM,,,,
116557103,Selinsgrove Area SD,Snyder,2758.08,3206.10,7928.08,3789.26,218.72,11937.52,110.65,1466.25,13512.98,,,,
108561003,Berlin Brothersvalley SD,Somerset,817.06,977.43,7298.32,3994.83,393.06,11691.58,0.00,1200.34,12886.55,,,,
108561803,Conemaugh Township Area SD,Somerset,997.46,1172.31,7135.00,4264.46,404.04,11808.18,0.00,848.69,12652.19,,,,
108565203,Meyersdale Area SD,Somerset,898.87,1055.91,8201.36,4890.07,452.73,13550.10,148.00,923.37,14615.52,,,,
108565503,North Star SD,Somerset,1206.43,1411.34,7538.22,4872.21,286.47,12701.17,0.00,1634.03,14330.93,,,,
108566303,Rockwood Area SD,Somerset,763.70,900.72,8181.86,4184.04,280.08,12651.83,510.29,1218.53,14374.80,,,,
108567004,Salisbury-Elk Lick SD,Somerset,286.66,339.19,7999.07,5472.87,348.01,13840.26,0.00,524.46,14344.42,,,,
108567204,Shade-Central City SD,Somerset,499.83,592.26,9560.45,4597.04,524.75,14692.49,0.94,2065.15,16748.33,,,,
108567404,Shanksville-Stonycreek SD,Somerset,372.16,420.39,8803.80,5754.57,285.57,14860.17,0.00,2272.25,17116.19,,,,
108567703,Somerset Area SD,Somerset,2297.10,2737.01,8185.57,4181.16,505.95,12874.71,0.00,1719.19,14591.86,,,,
108568404,Turkeyfoot Valley Area SD,Somerset,407.03,473.33,6731.42,4919.38,176.14,11839.46,0.00,144.90,11971.84,,,,
108569103,Windber Area SD,Somerset,1209.81,1402.78,7678.75,3607.59,339.00,11628.60,0.00,1188.19,12813.53,,,,
117576303,Sullivan County SD,Sullivan,651.98,764.34,11956.91,6886.19,456.42,19310.79,0.00,776.21,20075.73,,,,
119581003,Blue Ridge SD,Susquehanna,1070.59,1214.73,8497.93,4709.90,314.73,13527.25,0.00,2290.56,15813.12,,,,
119582503,Elk Lake SD,Susquehanna,1249.32,1461.36,9428.51,4160.48,431.84,14024.51,0.00,695.31,14716.15,,,,
119583003,Forest City Regional SD,Susquehanna,794.99,936.77,9710.94,4900.52,280.65,14898.63,0.00,984.85,15876.96,,,,
119584503,Montrose Area SD,Susquehanna,1513.43,1798.83,9168.27,5443.19,318.14,14933.40,48.17,529.85,15507.62,,,,
119584603,Mountain View SD,Susquehanna,1092.59,1286.39,9800.24,5075.12,305.48,15185.76,0.00,716.48,15897.32,,,,
119586503,Susquehanna Community SD,Susquehanna,844.44,948.97,10573.89,5192.38,353.00,16125.84,2.21,532.30,16653.78,,,,
117596003,Northern Tioga SD,Tioga,2144.52,2492.87,8318.17,3996.31,270.63,12587.10,148.28,1411.29,14144.69,,,,
117597003,Southern Tioga SD,Tioga,1899.19,2222.37,9018.92,3759.71,360.38,13141.19,19.65,1625.33,14784.00,,,,
117598503,Wellsboro Area SD,Tioga,1541.96,1806.14,8187.50,4491.00,276.79,12958.39,56.33,2580.66,15592.29,,,,
116604003,Lewisburg Area SD,Union,1942.73,2276.41,8605.97,4326.76,364.71,13299.85,0.00,1439.41,14736.85,,,,
116605003,Mifflinburg Area SD,Union,2203.90,2571.26,7337.12,3586.22,217.97,11143.04,0.00,829.43,11970.75,,,,
106611303,Cranberry Area SD,Venango,1164.42,1358.75,9427.32,4849.44,312.47,14593.66,0.00,573.12,15162.35,,,,
106612203,Franklin Area SD,Venango,2044.57,2395.70,9076.28,4491.03,238.94,13808.56,0.00,1123.48,14929.73,,,,
106616203,Oil City Area SD,Venango,2216.86,2596.19,7094.74,4285.22,325.90,11707.94,0.00,907.01,12612.86,,,,
106617203,Titusville Area SD,Venango,2097.56,2356.42,7636.82,4269.58,399.54,12308.17,0.00,1249.91,13555.85,,,,
106618603,Valley Grove SD,Venango,972.39,1138.64,7780.58,4333.22,226.80,12345.29,98.42,1156.37,13595.39,,,,
105628302,Warren County SD,Warren,4855.85,5723.51,8029.23,4254.98,193.04,12478.16,0.00,1286.89,13764.14,,,,
101630504,Avella Area SD,Washington,564.58,671.03,9072.38,5637.93,687.58,15409.09,0.00,1899.74,17297.62,,,,
101630903,Bentworth SD,Washington,1194.00,1403.99,7384.71,3942.01,343.78,11674.09,196.51,1341.47,13208.48,,,,
101631003,Bethlehem-Center SD,Washington,1329.12,1562.38,7581.06,5344.91,262.93,13193.12,7.43,220.69,13417.02,,,,
101631203,Burgettstown Area SD,Washington,1303.75,1541.83,8036.94,4090.95,322.11,12453.38,5.04,1902.86,14357.91,,,,
101631503,California Area SD,Washington,974.90,1150.87,7735.72,4365.44,355.57,12461.57,14.26,1461.55,13932.55,,,,
101631703,Canon-McMillan SD,Washington,5175.19,5876.84,6464.84,3910.47,286.82,10662.95,147.96,2124.06,12934.15,,,,
101631803,Charleroi SD,Washington,1710.56,2000.25,7360.12,3372.19,211.86,10946.27,0.00,1572.14,12516.31,,,,
101631903,Chartiers-Houston SD,Washington,1168.21,1365.32,7322.07,4798.05,450.70,12575.31,0.00,1699.49,14270.31,,,,
101632403,Fort Cherry SD,Washington,1140.52,1333.53,8801.96,4863.70,342.07,14012.29,0.00,368.70,14376.43,,,,
101633903,McGuffey SD,Washington,1839.51,2170.73,8701.90,5493.54,448.85,14647.52,0.00,1429.29,16073.59,,,,
101636503,Peters Township SD,Washington,4339.27,5006.24,7760.57,3710.76,286.84,11759.09,0.00,1075.16,12833.33,,,,
101637002,Ringgold SD,Washington,3096.84,3637.90,6802.47,4017.20,256.48,11077.53,0.34,2031.80,13108.28,,,,
101638003,Trinity Area SD,Washington,3403.83,4001.01,7594.04,4121.52,295.25,12012.10,0.00,1563.38,13574.19,,,,
101638803,Washington SD,Washington,1585.36,1842.51,8547.18,4372.79,448.62,13371.64,0.00,2951.11,16319.70,,,,
119648703,Wayne Highlands SD,Wayne,2845.23,3353.86,9652.28,4908.43,343.24,14905.79,0.00,1476.16,16380.10,,,,
119648903,Western Wayne SD,Wayne,2160.10,2497.79,10825.84,5663.44,403.09,16895.17,0.00,1670.96,18563.32,,,,
107650603,Belle Vernon Area SD,Westmoreland,2654.44,3121.07,8299.17,3726.19,343.93,12370.81,87.84,506.19,12963.31,,,,
107650703,Burrell SD,Westmoreland,1851.26,2174.63,7585.05,4560.49,245.52,12393.65,0.00,1633.79,14024.84,,,,
107651603,Derry Area SD,Westmoreland,2199.39,2590.62,8012.34,4370.31,316.41,12701.19,0.00,1737.72,14436.79,,,,
107652603,Franklin Regional SD,Westmoreland,3658.96,4323.02,7794.17,4009.52,321.00,12125.87,0.00,1125.11,13249.80,,,,
107653102,Greater Latrobe SD,Westmoreland,4160.10,4897.12,6767.86,3598.78,256.85,10624.42,247.33,1674.42,12545.24,,,,
107653203,Greensburg Salem SD,Westmoreland,3069.09,3592.33,7982.34,3822.11,298.61,12104.39,0.00,1066.13,13169.18,,,,
107653802,Hempfield Area SD,Westmoreland,6200.02,7296.07,8221.48,3350.80,273.23,11846.09,0.00,1708.00,13553.50,,,,
107654103,Jeannette City SD,Westmoreland,1193.86,1326.72,8470.55,4176.46,326.20,12976.99,0.00,1613.42,14586.63,,,,
107654403,Kiski Area SD,Westmoreland,3968.04,4673.10,7360.12,3835.52,287.99,11484.66,0.00,1601.67,13085.30,,,,
107654903,Ligonier Valley SD,Westmoreland,1686.27,1994.79,8374.20,4988.25,261.89,13627.46,186.92,1605.25,15416.51,,,,
107655803,Monessen City SD,Westmoreland,916.15,1068.02,8855.29,5042.88,405.33,14309.44,2.73,546.43,14852.66,,,,
107655903,Mount Pleasant Area SD,Westmoreland,2183.50,2563.72,8073.59,4412.76,297.12,12785.63,0.00,1496.99,14280.46,,,,
107656303,New Kensington-Arnold SD,Westmoreland,2217.65,2491.05,8928.61,3946.98,237.03,13114.51,0.00,338.58,13451.20,,,,
107656502,Norwin SD,Westmoreland,5340.57,6108.63,6719.92,3206.39,326.05,10253.02,4.07,1252.45,11508.88,,,,
107657103,Penn-Trafford SD,Westmoreland,4159.34,4790.90,6751.71,3840.40,403.41,10996.54,0.00,957.82,11953.34,,,,
107657503,Southmoreland SD,Westmoreland,1975.45,2315.88,7520.87,3784.30,360.17,11667.43,288.82,1302.53,13256.68,,,,
107658903,Yough SD,Westmoreland,2229.12,2630.68,7804.47,4109.04,276.34,12191.82,0.00,6581.34,18771.20,,,,
119665003,Lackawanna Trail SD,Wyoming,1131.99,1325.33,11123.49,5229.97,375.46,16733.86,0.00,231.09,16960.00,,,,
118667503,Tunkhannock Area SD,Wyoming,2663.97,3128.37,9082.31,4670.54,296.09,14050.81,0.00,1452.33,15501.27,,,,
112671303,Central York SD,York,6048.10,7078.62,7461.28,3312.84,240.71,11015.42,0.00,1585.09,12599.92,,,,
112671603,Dallastown Area SD,York,6278.16,7356.85,9354.97,3633.70,261.18,13250.47,0.00,1222.06,14471.90,,,,
112671803,Dover Area SD,York,3897.17,4539.70,8377.36,3778.18,238.25,12394.83,0.11,1197.40,13591.30,,,,
112672203,Eastern York SD,York,2655.52,3087.70,8908.63,3844.22,335.80,13090.23,0.00,1711.63,14800.29,,,,
112672803,Hanover Public SD,York,1877.69,2164.73,9864.15,3729.36,318.01,13913.68,0.00,1415.50,15327.02,,,,
112674403,Northeastern York SD,York,3986.01,4631.34,8693.55,3773.09,185.05,12652.68,0.00,1491.67,14143.36,,,,
115674603,Northern York County SD,York,3219.16,3667.85,7188.23,3654.74,375.88,11220.11,123.66,5167.74,16510.25,,,,
112675503,Red Lion Area SD,York,5729.89,6592.68,8643.53,3718.05,121.19,12483.43,0.00,1619.00,14101.76,,,,
112676203,South Eastern SD,York,2989.40,3487.61,9055.99,4366.70,304.85,13729.10,12.64,2183.92,15924.10,,,,
112676403,South Western SD,York,4195.88,4780.10,8199.96,3799.01,216.20,12216.13,0.00,1226.46,13441.63,,,,
112676503,Southern York County SD,York,3203.89,3752.45,8685.06,4375.30,280.41,13342.23,0.00,1831.02,15171.80,,,,
112676703,Spring Grove Area SD,York,3987.06,4561.85,8089.28,4464.97,216.76,12772.19,0.00,1879.88,14650.89,,,,
115219002,West Shore SD,York,8030.44,9083.99,7052.45,3320.61,182.55,10556.05,11.06,1311.13,11877.80,,,,
112678503,West York Area SD,York,3264.86,3747.58,9160.15,3693.18,263.17,13117.71,0.00,1582.34,14698.84,,,,
112679002,York City SD,York,7820.62,8984.23,9866.30,2846.62,72.85,12786.14,0.00,1675.25,14461.02,,,,
112679403,York Suburban SD,York,3009.61,3443.07,9707.41,4113.03,311.19,14133.10,0.00,1602.14,15733.77,,,,
