AUN,School District,County,2017-18 Average Daily Membership,2017-18 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Current Exp
per ADM","Facilites, Acquistion & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM",AIE per WADM
125235502,Marple Newtown SD,Delaware,3383.80,3844.98,12478.83,8005.75,448.59,20933.16,0.00,4087.29,25020.45,13641.15
125236903,Penn-Delco SD,Delaware,3503.42,3996.20,9435.16,5342.06,302.42,15079.64,7.83,1751.58,16839.05,10224.71
125237603,Radnor Township SD,Delaware,3719.18,4359.49,14785.59,8236.34,358.66,23380.59,0.00,2084.10,25464.69,15230.16
125237702,Ridley SD,Delaware,5562.44,6406.31,12832.99,5403.20,209.32,18445.51,253.73,983.29,19682.53,12434.30
125237903,Rose Tree Media SD,Delaware,3916.51,4468.33,13067.49,6984.78,473.52,20525.78,0.00,2426.49,22952.28,13831.50
125238402,Southeast Delco SD,Delaware,4692.17,5441.91,11177.16,4568.78,227.75,15973.70,0.00,1692.14,17665.83,9528.14
125238502,Springfield SD,Delaware,4121.71,4670.85,10345.97,5265.75,413.97,16025.68,0.00,1795.54,17821.22,11388.57
125239452,Upper Darby SD,Delaware,13255.44,14983.58,9797.60,3883.83,356.07,14037.50,124.24,549.46,14711.20,9051.30
125239603,Wallingford-Swarthmore SD,Delaware,3709.02,4235.96,12474.80,5860.80,476.94,18812.55,0.00,2298.61,21111.15,12925.39
125239652,William Penn SD,Delaware,5769.43,6642.59,11489.81,4368.22,248.21,16106.23,0.00,744.18,16850.42,9942.30
109243503,Johnsonburg Area SD,Elk,576.16,674.51,10535.55,6038.35,484.97,17058.87,104.19,1016.44,18179.50,10227.46
109246003,Ridgway Area SD,Elk,802.20,944.45,10493.37,5326.68,326.23,16146.28,0.00,1381.13,17527.41,9964.81
109248003,Saint Marys Area SD,Elk,2070.78,2441.46,7985.34,4905.54,313.31,13204.18,0.00,1134.56,14338.74,8084.79
105251453,Corry Area SD,Erie,2041.11,2385.87,8926.79,4988.55,448.20,14363.54,14.39,1393.89,15771.83,7750.99
105252602,Erie City SD,Erie,12926.58,14956.71,9698.20,3224.60,178.21,13101.00,686.87,2021.37,15809.24,6221.57
105253303,Fairview SD,Erie,1715.69,2004.42,7409.68,4645.00,517.94,12572.62,0.00,2757.85,15330.46,8180.39
105253553,Fort LeBoeuf SD,Erie,2197.88,2574.06,8210.30,4720.60,308.40,13239.31,10.35,1705.19,14954.85,8063.52
105253903,General McLane SD,Erie,2183.74,2580.98,8857.49,4539.43,397.85,13794.77,222.77,952.62,14970.16,8536.84
105254053,Girard SD,Erie,1706.66,1968.56,9078.09,4453.52,403.73,13935.34,0.00,5657.14,19592.47,8237.56
105254353,Harbor Creek SD,Erie,2188.25,2572.66,8432.08,4131.54,257.01,12820.63,0.00,3488.77,16309.39,7698.67
105256553,Iroquois SD,Erie,1254.19,1470.68,8968.94,4828.56,440.13,14237.63,0.00,1486.07,15723.70,8568.39
105257602,Millcreek Township SD,Erie,6636.28,7828.12,8468.23,4726.09,270.50,13464.82,20.83,1164.41,14650.07,8319.74
105258303,North East SD,Erie,1692.40,1973.78,7935.13,4056.83,379.13,12371.10,0.00,2179.98,14551.08,7499.15
105258503,Northwestern  SD,Erie,1399.51,1636.44,9598.52,4826.15,332.83,14757.50,0.00,142.95,14900.46,8262.22
105259103,Union City Area SD,Erie,1136.75,1294.25,9335.60,4682.46,614.36,14632.42,68.32,995.85,15696.60,8512.72
105259703,Wattsburg Area SD,Erie,1380.69,1620.32,8713.34,6101.24,383.48,15198.06,0.00,1732.88,16930.93,8918.14
101260303,Albert Gallatin Area SD,Fayette,3353.10,3947.01,9014.57,5028.90,281.19,14324.66,5.84,1231.96,15562.47,7928.29
101260803,Brownsville Area SD,Fayette,1718.60,2018.29,10040.05,4812.44,292.18,15144.68,0.00,7146.88,22291.56,8718.15
101261302,Connellsville Area SD,Fayette,4456.23,5247.97,9611.11,4976.32,267.11,14854.54,0.00,1515.07,16369.61,7807.37
101262903,Frazier SD,Fayette,1212.35,1402.02,9330.51,4117.97,351.52,13800.00,0.00,1240.66,15040.66,8355.07
101264003,Laurel Highlands SD,Fayette,3066.25,3584.98,9573.28,4790.99,228.55,14592.82,0.00,1549.38,16142.19,8485.41
101268003,Uniontown Area SD,Fayette,2859.09,3331.02,9839.70,5230.82,216.51,15287.03,0.00,1853.01,17140.04,8527.43
106272003,Forest Area SD,Forest,464.89,546.53,14454.66,8564.28,657.20,23676.15,0.00,2135.68,25811.83,14057.93
112281302,Chambersburg Area SD,Franklin,9658.21,11247.56,8554.53,4087.30,221.63,12863.46,0.00,1190.86,14054.33,8201.94
112282004,Fannett-Metal SD,Franklin,485.05,568.20,9988.58,5207.45,369.85,15565.88,23.71,329.86,15919.45,9482.21
112283003,Greencastle-Antrim SD,Franklin,3048.91,3553.09,8440.12,3426.93,246.25,12113.30,5.04,867.44,12985.78,7865.02
112286003,Tuscarora SD,Franklin,2424.44,2827.22,8250.33,4910.80,306.09,13467.22,0.00,2258.31,15725.54,8218.39
112289003,Waynesboro Area SD,Franklin,4381.18,4949.20,8390.90,3301.60,203.00,11895.49,12.78,1003.58,12911.85,6960.52
111291304,Central Fulton SD,Fulton,1062.53,1221.38,9160.69,4019.44,836.60,14016.73,1.47,882.97,14901.17,8995.93
111292304,Forbes Road SD,Fulton,384.11,446.40,9831.95,7099.73,318.74,17250.41,0.00,1879.43,19129.84,10871.22
111297504,Southern Fulton SD,Fulton,735.41,855.94,10096.30,5158.00,347.87,15602.17,0.00,8454.31,24056.48,9623.52
101301303,Carmichaels Area SD,Greene,1104.27,1289.22,8625.45,4369.42,607.02,13601.90,43.20,1655.77,15300.87,7941.66
101301403,Central Greene SD,Greene,1790.52,2103.63,10921.28,6097.35,404.13,17422.76,0.00,1958.99,19381.76,10298.33
101303503,Jefferson-Morgan SD,Greene,787.72,913.38,10867.47,5073.07,484.50,16425.04,0.00,1203.09,17628.12,9758.82
101306503,Southeastern Greene SD,Greene,617.41,719.99,10382.35,6717.93,490.64,17590.92,0.00,978.29,18569.21,9593.03
101308503,West Greene SD,Greene,713.53,831.94,13714.33,6869.87,543.65,21127.85,0.00,6649.86,27777.71,13536.01
111312503,Huntingdon Area SD,Huntingdon,1986.83,2328.12,8214.48,4720.85,299.12,13234.44,0.00,1217.66,14452.10,7765.46
111312804,Juniata Valley SD,Huntingdon,743.23,878.75,8933.41,4544.91,511.13,13989.46,0.00,3971.32,17960.78,8458.21
111316003,Mount Union Area SD,Huntingdon,1449.69,1711.92,9647.32,3940.83,298.92,13887.07,0.00,8017.84,21904.91,7365.07
111317503,Southern Huntingdon County SD,Huntingdon,1185.36,1387.10,8199.25,4575.95,204.73,12979.93,0.00,703.78,13683.71,7179.74
128321103,Blairsville-Saltsburg SD,Indiana,1568.38,1836.07,11882.80,6094.78,1192.29,19169.88,0.00,1686.02,20855.90,10908.09
128323303,Homer-Center SD,Indiana,888.28,1049.62,10865.32,5047.07,439.79,16352.19,12.83,1651.22,18016.25,10060.49
128323703,Indiana Area SD,Indiana,2866.81,3355.73,12241.55,4956.01,390.23,17587.79,0.00,1278.53,18866.32,11376.66
128325203,Marion Center Area SD,Indiana,1324.37,1546.22,10529.42,5873.53,404.48,16807.43,0.00,1580.42,18387.85,9970.82
128326303,Penns Manor Area SD,Indiana,846.38,994.24,12323.84,6279.09,651.55,19254.47,0.00,1513.71,20768.18,11399.86
128327303,Purchase Line SD,Indiana,883.51,1034.49,12014.45,7468.50,379.20,19862.16,169.43,2154.82,22186.40,10991.82
128328003,United SD,Indiana,1056.91,1252.83,12589.19,5907.53,368.20,18864.92,0.00,1392.09,20257.00,10926.35
106330703,Brockway Area SD,Jefferson,1025.12,1197.54,9616.82,4834.06,507.67,14958.55,137.15,1029.83,16125.52,9133.34
106330803,Brookville Area SD,Jefferson,1559.54,1831.01,8679.09,4976.74,367.72,14023.55,39.95,1206.55,15270.05,8143.69
106338003,Punxsutawney Area SD,Jefferson,2247.81,2643.08,9951.00,6085.80,388.43,16425.23,357.47,960.30,17743.00,9597.91
111343603,Juniata County SD,Juniata,2889.66,3422.76,8072.60,4024.95,244.40,12341.95,151.96,592.68,13086.59,7170.59
119350303,Abington Heights SD,Lackawanna,3469.83,3969.15,8859.60,3869.49,263.68,12992.76,0.00,1027.55,14020.31,8655.04
119351303,Carbondale Area SD,Lackawanna,1704.08,1977.18,11238.79,3360.49,285.73,14885.01,92.73,1281.05,16258.79,8921.86
119352203,Dunmore SD,Lackawanna,1563.69,1839.38,8418.69,3416.09,479.84,12314.62,0.00,1116.72,13431.34,7817.76
119354603,Lakeland SD,Lackawanna,1534.30,1807.76,9192.75,4860.56,427.65,14480.97,0.00,960.99,15441.95,8653.11
119355503,Mid Valley SD,Lackawanna,1882.98,2168.11,9037.53,3901.24,346.06,13284.84,0.00,1164.90,14449.73,8505.56
119356503,North Pocono SD,Lackawanna,3063.87,3595.17,10030.65,5091.39,407.11,15529.15,102.92,1655.17,17287.24,9927.82
119356603,Old Forge SD,Lackawanna,1010.84,1181.00,9017.96,3499.90,412.66,12930.52,649.60,811.99,14392.11,9104.94
119357003,Riverside SD,Lackawanna,1574.47,1839.71,10009.89,4602.90,281.13,14893.92,0.00,919.20,15813.12,9732.35
119357402,Scranton SD,Lackawanna,10392.04,11882.80,10006.10,3999.81,168.39,14174.30,0.00,1009.55,15183.86,8610.41
119358403,Valley View SD,Lackawanna,2435.26,2848.52,9155.60,4134.89,244.04,13534.54,0.00,238.23,13772.77,8148.03
113361303,Cocalico SD,Lancaster,3118.08,3570.21,10172.17,4918.53,359.83,15450.54,0.00,2493.34,17943.88,10179.75
113361503,Columbia Borough SD,Lancaster,1495.41,1747.52,10844.78,3948.10,246.56,15039.44,0.00,1896.06,16935.50,9155.47
113361703,Conestoga Valley SD,Lancaster,4361.78,5097.70,9850.78,3982.62,321.38,14154.78,0.00,1370.95,15525.73,9123.07
113362203,Donegal SD,Lancaster,3135.29,3572.33,9062.12,4033.36,241.97,13337.44,0.00,2730.64,16068.08,8638.86
113362303,Eastern Lancaster County SD,Lancaster,3116.41,3554.03,9590.59,6078.96,360.97,16030.52,1.42,2008.78,18040.72,9454.88
113362403,Elizabethtown Area SD,Lancaster,3906.32,4476.03,9956.78,4338.68,331.89,14627.35,0.00,1456.77,16084.12,9655.00
113362603,Ephrata Area SD,Lancaster,4221.54,4789.47,8671.54,4870.82,350.02,13892.38,0.00,2055.29,15947.67,9290.47
113363103,Hempfield  SD,Lancaster,6950.23,7966.48,10961.75,4413.54,276.61,15651.90,1.95,1675.77,17329.62,10382.00
113363603,Lampeter-Strasburg SD,Lancaster,3129.42,3582.12,9584.02,4340.40,323.57,14247.99,0.00,2048.24,16296.23,9641.35
113364002,Lancaster SD,Lancaster,11385.61,13149.89,11483.83,5503.04,270.77,17257.65,170.22,2029.87,19457.74,10053.65
113364403,Manheim Central SD,Lancaster,3118.95,3662.35,9163.92,4993.46,386.61,14543.99,3.21,2000.41,16547.60,9192.08
113364503,Manheim Township SD,Lancaster,5860.23,6842.55,8948.16,4517.58,267.55,13733.29,0.59,3065.65,16799.53,9150.03
113365203,Penn Manor SD,Lancaster,5403.43,6106.22,9067.54,4056.68,266.25,13390.48,0.18,1757.33,15147.99,8661.15
113365303,Pequea Valley SD,Lancaster,1550.46,1808.57,12342.88,7628.60,440.87,20412.35,0.00,2986.95,23399.31,12687.37
113367003,Solanco SD,Lancaster,3537.23,4078.55,9385.16,4646.26,318.39,14349.82,0.00,1219.83,15569.64,8853.68
113369003,Warwick SD,Lancaster,4166.05,4898.80,9562.30,4119.30,377.39,14058.99,0.34,3107.18,17166.51,8971.68
104372003,Ellwood City Area SD,Lawrence,1802.58,2120.44,9910.53,4647.17,308.77,14866.46,1.67,725.42,15593.56,9077.64
104374003,Laurel SD,Lawrence,1127.69,1335.88,8805.94,5407.25,448.30,14661.48,44.84,982.48,15688.81,8369.35
104375003,Mohawk Area SD,Lawrence,1514.04,1762.45,9744.89,4180.01,335.77,14260.68,464.30,1167.03,15892.00,8769.82
104375203,Neshannock Township SD,Lawrence,1284.46,1526.50,8813.81,4219.15,452.34,13485.30,0.00,1349.45,14834.75,8663.76
104375302,New Castle Area SD,Lawrence,3439.80,3971.26,10230.59,3821.31,289.31,14341.20,0.00,1309.16,15650.37,7675.70
104376203,Shenango Area SD,Lawrence,1174.19,1386.66,9845.77,4300.42,495.03,14641.22,11.70,538.90,15191.81,9031.18
104377003,Union Area SD,Lawrence,767.47,878.78,9407.75,4441.60,535.14,14384.49,3.78,38.75,14427.02,8877.21
104378003,Wilmington Area SD,Lawrence,1177.59,1397.86,9845.13,4992.86,412.00,15250.00,9.14,5854.09,21113.23,8365.10
113380303,Annville-Cleona SD,Lebanon,1483.15,1706.18,8305.53,4897.79,497.29,13700.61,0.00,2099.09,15799.70,8954.89
113381303,Cornwall-Lebanon SD,Lebanon,5015.74,5742.66,9310.39,4225.63,282.88,13818.89,0.00,3311.37,17130.26,9177.62
113382303,Eastern Lebanon County SD,Lebanon,2481.44,2808.81,8949.98,4617.57,366.50,13934.05,0.00,1871.44,15805.50,9002.94
113384603,Lebanon SD,Lebanon,5299.44,6060.79,8077.94,3796.20,250.78,12124.92,1407.29,1036.95,14569.16,6674.93
113385003,Northern Lebanon SD,Lebanon,2454.44,2778.93,9086.26,4569.31,304.09,13959.66,0.00,920.05,14879.72,9142.74
113385303,Palmyra Area SD,Lebanon,3655.74,4195.43,7475.99,3548.19,286.67,11310.85,5.75,2254.82,13571.42,7277.63
121390302,Allentown City SD,Lehigh,20489.54,23675.43,10747.80,3481.05,186.68,14415.54,4.18,883.01,15302.73,8668.22
121391303,Catasauqua Area SD,Lehigh,1635.98,1862.43,11431.90,4675.59,440.42,16547.91,0.00,2162.95,18710.86,11188.11
121392303,East Penn SD,Lehigh,8561.93,9897.79,9926.82,4603.31,242.09,14772.22,0.00,1485.26,16257.48,9826.52
121394503,Northern Lehigh SD,Lehigh,1609.25,1891.63,10902.20,6020.31,472.34,17394.86,850.99,2151.99,20397.84,11386.59
121394603,Northwestern Lehigh SD,Lehigh,2222.53,2579.21,10526.61,5874.88,428.65,16830.14,0.00,1912.10,18742.24,10944.49
121395103,Parkland SD,Lehigh,9748.94,11503.64,10799.89,4991.83,237.73,16029.45,0.00,1510.37,17539.82,10510.55
121395603,Salisbury Township SD,Lehigh,1675.15,1986.21,13123.87,7464.67,591.44,21179.98,4.29,2352.59,23536.87,13939.58
121395703,Southern Lehigh SD,Lehigh,3312.03,3840.50,11015.07,5791.30,419.92,17226.29,0.00,2089.68,19315.97,11532.30
121397803,Whitehall-Coplay SD,Lehigh,4549.50,5263.89,9087.30,4258.13,284.65,13630.08,9.26,1069.92,14709.25,8783.92
118401403,Crestwood SD,Luzerne,2869.54,3381.90,9149.56,3645.47,392.59,13187.61,0.81,582.45,13770.87,8205.00
118401603,Dallas SD,Luzerne,2629.24,3032.40,8092.83,3655.35,405.22,12153.40,10.44,2537.17,14701.02,7824.35
118402603,Greater Nanticoke Area SD,Luzerne,2444.30,2872.63,8278.60,3353.59,353.18,11985.36,9.99,732.86,12728.22,6789.09
118403003,Hanover Area SD,Luzerne,2146.68,2520.14,9488.74,4029.79,273.50,13792.04,0.00,320.97,14113.01,8229.18
118403302,Hazleton Area SD,Luzerne,11647.43,13563.94,8290.17,3160.17,207.48,11657.82,5.53,1238.22,12901.57,6561.77
118403903,Lake-Lehman SD,Luzerne,1854.40,2197.40,10362.47,4816.11,378.05,15556.62,0.00,1106.34,16662.97,9701.77
118406003,Northwest Area SD,Luzerne,1075.45,1280.40,11479.47,5104.61,359.69,16943.77,0.00,792.91,17736.68,9895.31
118406602,Pittston Area SD,Luzerne,3380.19,3951.09,8969.87,4169.88,283.86,13423.61,0.00,1113.99,14537.60,8256.14
118408852,Wilkes-Barre Area SD,Luzerne,7824.46,9105.76,10397.07,3677.79,289.97,14364.83,0.00,1213.36,15578.18,9032.01
118409203,Wyoming Area SD,Luzerne,2274.97,2679.58,9683.59,4591.38,359.39,14634.35,0.00,539.55,15173.90,8907.74
118409302,Wyoming Valley West SD,Luzerne,5105.47,5965.48,11055.39,3410.58,227.94,14693.91,0.00,609.71,15303.62,9072.85
117412003,East Lycoming SD,Lycoming,1673.25,1949.31,8812.00,4397.61,417.96,13627.57,0.00,1921.46,15549.02,8294.49
117414003,Jersey Shore Area SD,Lycoming,2521.46,2960.39,10472.65,4471.29,306.75,15250.69,0.00,1351.30,16601.98,9385.15
117414203,Loyalsock Township SD,Lycoming,1557.80,1827.77,8325.04,3974.42,415.97,12715.42,0.00,1911.25,14626.67,8514.27
117415004,Montgomery Area SD,Lycoming,888.01,1030.77,9870.71,4990.62,623.19,15484.52,0.00,2172.07,17656.59,9620.90
117415103,Montoursville Area SD,Lycoming,2011.58,2357.45,8056.01,3904.28,266.95,12227.24,0.00,1727.13,13954.37,7766.96
117415303,Muncy SD,Lycoming,1096.95,1272.84,9229.52,4688.40,611.01,14528.93,0.00,1455.01,15983.94,9514.31
117416103,South Williamsport Area SD,Lycoming,1300.56,1522.09,9086.58,4153.06,427.15,13666.79,0.00,1388.66,15055.44,8641.37
117417202,Williamsport Area SD,Lycoming,5064.49,5907.95,10141.79,5109.68,255.65,15507.12,0.00,2129.87,17636.99,8326.24
109420803,Bradford Area SD,McKean,2507.85,2933.23,9078.21,4972.98,368.50,14419.69,21.93,1053.86,15495.48,8211.14
109422303,Kane Area SD,McKean,1150.24,1352.70,8654.43,4494.30,380.53,13529.26,30.17,8490.13,22049.56,7921.66
109426003,Otto-Eldred SD,McKean,631.81,733.25,10667.90,5740.99,517.55,16926.45,0.00,1005.65,17932.10,9720.67
109426303,Port Allegany SD,McKean,896.27,1043.75,10105.87,4556.28,429.06,15091.21,0.00,1423.65,16514.86,8995.33
109427503,Smethport Area SD,McKean,799.77,932.82,10552.60,5828.92,466.05,16847.57,0.00,1444.61,18292.17,9813.10
104431304,Commodore Perry SD,Mercer,460.06,542.78,11563.28,6128.57,491.96,18183.80,0.00,162.92,18346.73,10650.92
104432503,Farrell Area SD,Mercer,721.51,837.62,13411.19,6576.35,1494.73,21482.28,0.00,2081.25,23563.54,11295.70
104432803,Greenville Area SD,Mercer,1316.15,1555.67,9442.32,3922.08,728.90,14093.31,0.00,1534.10,15627.41,7876.20
104432903,Grove City Area SD,Mercer,2001.29,2292.04,13494.32,5614.86,464.81,19573.99,0.00,490.19,20064.18,8552.57
104433303,Hermitage SD,Mercer,2111.42,2475.38,8918.83,4243.08,416.11,13578.01,3.74,1725.44,15307.20,8395.34
104433604,Jamestown Area SD,Mercer,460.70,546.55,10695.18,6870.66,453.20,18019.05,0.00,1791.52,19810.57,10152.53
104433903,Lakeview SD,Mercer,1041.10,1244.93,10173.37,4895.55,432.09,15501.02,0.00,87.82,15588.83,8693.20
104435003,Mercer Area SD,Mercer,1118.39,1311.87,8995.66,4915.44,545.28,14456.38,0.00,1453.50,15909.88,8387.48
104435303,Reynolds SD,Mercer,1101.54,1303.58,10815.61,5686.10,517.23,17018.94,0.00,647.10,17666.04,9948.90
104435603,Sharon City SD,Mercer,2096.47,2429.66,10309.16,3991.11,500.55,14800.82,0.00,2120.31,16921.14,8409.07
104435703,Sharpsville Area SD,Mercer,1205.26,1421.94,8701.77,4161.85,372.67,13236.29,0.17,1249.29,14485.75,7824.71
104437503,West Middlesex Area SD,Mercer,854.66,1014.41,10658.87,5318.35,585.99,16563.20,0.00,1386.15,17949.35,9475.44
111444602,Mifflin County SD,Mifflin,5117.22,6010.01,8418.80,4190.66,220.72,12830.18,0.00,2283.48,15113.66,7426.48
120452003,East Stroudsburg Area SD,Monroe,7088.53,8373.32,11805.91,6790.72,370.67,18967.29,0.00,4564.05,23531.35,11372.17
120455203,Pleasant Valley SD,Monroe,4781.69,5546.94,12639.16,5959.54,295.86,18894.55,8.34,2280.60,21183.49,11773.98
120455403,Pocono Mountain SD,Monroe,9516.07,11263.80,13079.74,6994.76,433.23,20507.73,0.00,2205.87,22713.60,12988.61
120456003,Stroudsburg Area SD,Monroe,5193.11,6146.67,11729.28,5429.71,289.22,17448.21,0.00,3463.00,20911.21,10736.82
123460302,Abington SD,Montgomery,8215.75,9560.48,10896.43,6133.17,209.22,17238.81,0.88,1220.76,18460.45,11379.97
123460504,Bryn Athyn SD,Montgomery,4.59,5.88,41905.41,13113.55,0.00,55018.96,0.00,0.00,55018.96,35470.65
123461302,Cheltenham SD,Montgomery,4597.11,5364.32,14322.31,8663.32,608.96,23594.58,0.00,2325.89,25920.47,15348.33
123461602,Colonial SD,Montgomery,5018.25,5825.66,15456.57,7209.14,373.95,23039.66,0.00,2806.66,25846.32,15144.18
123463603,Hatboro-Horsham SD,Montgomery,4827.11,5677.69,11711.06,6661.93,308.64,18681.64,0.48,2372.82,21054.93,12258.69
123463803,Jenkintown SD,Montgomery,700.85,815.70,13977.81,6992.40,468.87,21439.08,0.00,1837.23,23276.31,15327.10
123464502,Lower Merion SD,Montgomery,8644.78,9912.12,16561.79,8857.70,611.01,26030.51,0.00,4792.37,30822.88,17996.75
123464603,Lower Moreland Township SD,Montgomery,2297.89,2709.57,13034.82,6405.49,387.03,19827.34,0.00,2039.74,21867.09,12805.25
123465303,Methacton SD,Montgomery,4853.15,5586.97,12239.28,6884.52,301.07,19424.87,0.00,2038.90,21463.77,12869.71
123465602,Norristown Area SD,Montgomery,7997.49,9156.35,12109.59,5483.73,207.76,17801.09,0.00,792.29,18593.37,11459.50
123465702,North Penn SD,Montgomery,12847.18,14703.55,12439.51,5272.47,234.42,17946.40,1.48,1698.60,19646.48,11899.81
123466103,Perkiomen Valley SD,Montgomery,5614.84,6465.25,10772.28,5405.71,293.80,16471.79,211.29,2057.64,18740.72,11161.51
123466303,Pottsgrove SD,Montgomery,3290.66,3853.46,11686.67,5930.70,353.13,17970.50,0.00,1802.04,19772.54,11569.13
123466403,Pottstown SD,Montgomery,3383.49,3892.96,11243.28,5088.03,304.77,16636.08,405.46,1377.79,18419.33,10539.03
123467103,Souderton Area SD,Montgomery,6807.83,7820.40,11323.02,5282.62,216.36,16822.01,6.78,1394.65,18223.44,10904.48
123467203,Springfield Township SD,Montgomery,2515.41,2900.44,11923.09,6733.54,407.63,19064.26,0.00,3575.94,22640.20,12712.41
123467303,Spring-Ford Area SD,Montgomery,8260.21,9437.72,10928.08,5348.89,295.30,16572.28,-20.11,2329.13,18881.30,11147.17
123468303,Upper Dublin SD,Montgomery,4135.13,4867.26,13178.74,6405.90,424.44,20009.09,0.00,3859.69,23868.78,13324.58
123468402,Upper Merion Area SD,Montgomery,4066.48,4578.29,13232.76,7412.27,495.62,21140.65,0.00,3307.21,24447.86,14500.22
123468503,Upper Moreland Township SD,Montgomery,3170.49,3692.64,11310.05,6137.32,247.15,17694.52,24.97,3151.00,20870.49,11760.42
123468603,Upper Perkiomen SD,Montgomery,3466.69,3944.53,10258.55,4704.92,285.88,15249.35,0.64,1753.48,17003.48,10234.93
123469303,Wissahickon SD,Montgomery,4642.75,5416.29,14163.98,6239.23,461.78,20865.00,0.00,660.16,21525.15,13955.97
116471803,Danville Area SD,Montour,2438.85,2864.88,10071.00,4604.79,360.18,15035.98,0.00,2674.44,17710.41,9117.36
120480803,Bangor Area SD,Northampton,3076.83,3622.86,10721.60,5588.65,482.10,16792.35,48.81,1558.35,18399.51,10913.72
120481002,Bethlehem Area SD,Northampton,15870.97,18618.76,10869.35,4164.62,211.31,15245.29,9.84,1534.91,16790.04,10327.70
120483302,Easton Area SD,Northampton,9373.47,10963.31,10281.50,4523.00,390.46,15194.95,0.00,1584.42,16779.37,10063.52
120484803,Nazareth Area SD,Northampton,4906.93,5782.35,10123.03,5066.04,378.35,15567.43,0.00,1738.04,17305.47,10307.04
120484903,Northampton Area SD,Northampton,5823.93,6864.64,10487.07,5228.60,282.46,15998.12,0.31,1710.25,17708.68,10390.44
120485603,Pen Argyl Area SD,Northampton,1698.40,2009.87,9985.26,5757.18,593.30,16335.75,0.00,909.45,17245.19,10716.15
120486003,Saucon Valley SD,Northampton,2290.73,2716.42,11731.03,6498.84,502.90,18732.77,0.00,2475.44,21208.21,12443.24
120488603,Wilson Area SD,Northampton,2391.99,2805.29,9354.33,4572.14,397.54,14324.02,0.00,1864.53,16188.55,9306.60
116493503,Line Mountain SD,Northumberland,1152.44,1363.40,9201.07,5742.45,374.03,15317.54,0.00,8074.50,23392.04,9076.82
116495003,Milton Area SD,Northumberland,2075.48,2433.76,9474.11,5280.81,353.43,15108.34,0.00,946.03,16054.37,9800.70
116495103,Mount Carmel Area SD,Northumberland,1516.98,1764.66,8678.63,2970.96,170.07,11819.66,0.00,2921.91,14741.57,6748.33
116496503,Shamokin Area SD,Northumberland,2323.39,2716.83,8315.74,3614.30,238.94,12168.97,0.00,349.75,12518.73,7001.60
116496603,Shikellamy SD,Northumberland,3025.17,3501.55,10505.30,3741.90,197.94,14445.14,0.00,1154.02,15599.17,8854.68
116498003,Warrior Run SD,Northumberland,1546.70,1819.05,8235.32,4278.97,246.80,12761.09,598.48,1197.99,14557.56,8109.80
115503004,Greenwood SD,Perry,776.20,909.29,9883.15,5255.51,522.54,15661.20,16.02,2035.72,17712.94,9731.12
115504003,Newport SD,Perry,1128.66,1322.53,10588.44,4343.40,373.30,15305.14,0.00,10239.29,25544.44,9295.22
115506003,Susquenita SD,Perry,1846.80,2118.84,10168.98,5024.45,244.59,15438.02,0.00,1784.72,17222.74,9708.72
115508003,West Perry SD,Perry,2493.37,2920.34,8849.81,4809.52,155.20,13814.54,0.00,1176.31,14990.85,8132.88
126515001,Philadelphia City SD,Philadelphia,203016.72,234228.17,11064.38,3561.18,90.75,14716.31,1.01,1350.43,16067.74,8325.54
120522003,Delaware Valley SD,Pike,4553.21,5385.80,10908.67,5358.38,550.05,16817.09,0.00,974.26,17791.36,10650.13
119648303,Wallenpaupack Area SD,Pike,2997.67,3552.78,13818.29,7184.05,1003.64,22005.98,0.00,1764.34,23770.33,13899.86
109530304,Austin Area SD,Potter,154.75,179.89,16395.40,9852.04,527.92,26775.35,0.00,1232.98,28008.34,16851.51
109531304,Coudersport Area SD,Potter,779.51,917.19,9415.43,5024.46,464.20,14904.09,0.00,1507.78,16411.86,9534.35
109532804,Galeton Area SD,Potter,366.83,423.69,11827.86,5583.17,514.77,17925.80,0.00,1499.51,19425.31,11472.89
109535504,Northern Potter SD,Potter,540.54,625.31,10659.54,6229.83,286.01,17175.38,129.94,1198.50,18503.83,10579.11
109537504,Oswayo Valley SD,Potter,412.82,479.96,10703.73,6531.74,741.84,17977.31,118.03,1795.94,19891.28,10610.68
129540803,Blue Mountain SD,Schuylkill,2668.08,3153.17,8751.59,5045.24,427.01,14223.84,162.55,5199.58,19585.97,8802.01
129544503,Mahanoy Area SD,Schuylkill,1080.04,1255.73,9733.19,5631.97,468.67,15833.83,91.77,1117.12,17042.72,9388.53
129544703,Minersville Area SD,Schuylkill,1211.99,1391.81,9384.88,4701.33,405.54,14491.75,113.85,1169.84,15775.44,9256.40
129545003,North Schuylkill SD,Schuylkill,1970.83,2304.03,9309.86,4365.04,368.90,14043.80,0.51,907.05,14951.36,7972.04
129546003,Pine Grove Area SD,Schuylkill,1707.11,2005.60,8025.80,4111.48,281.25,12418.52,640.55,1199.02,14258.10,7330.15
129546103,Pottsville Area SD,Schuylkill,2605.94,3052.46,9851.64,4399.68,416.87,14668.18,109.16,617.17,15394.51,8604.53
129546803,Saint Clair Area SD,Schuylkill,777.93,912.80,8605.95,3363.99,235.17,12205.11,0.00,6226.80,18431.91,7196.74
