AUN,School District,County,2010-11 Average Daily Membership,2010-11 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Curr Exp
per ADM","Facilities Acquisition & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM","AIE
per WADM"
125235502,Marple Newtown SD,Delaware,3555.91,4125.96,9737.06,5865.81,283.16,15886.03,0.00,2717.66,18603.69,10662.10
125236903,Penn-Delco SD,Delaware,3453.95,3958.78,7337.17,4176.88,285.67,11799.72,0.00,5658.57,17458.29,7937.16
125237603,Radnor Township SD,Delaware,3620.63,4160.75,11321.20,6140.17,274.31,17735.67,0.00,3285.79,21021.46,12210.66
125237702,Ridley SD,Delaware,5936.24,6908.11,9321.68,3625.92,195.71,13143.30,0.00,1901.98,15045.29,9039.52
125237903,Rose Tree Media SD,Delaware,3848.53,4465.91,11223.06,6084.62,344.95,17652.64,0.00,2802.33,20454.97,11987.64
125238402,Southeast Delco SD,Delaware,4272.66,4973.72,9463.76,3703.24,154.35,13321.34,0.00,915.39,14236.74,8284.60
125238502,Springfield SD,Delaware,3746.56,4254.61,8245.04,4503.84,368.33,13117.21,0.00,1814.65,14931.87,9639.68
125239452,Upper Darby SD,Delaware,12421.96,14111.74,8208.93,3536.27,382.02,12127.22,0.00,604.12,12731.34,7847.27
125239603,Wallingford-Swarthmore SD,Delaware,3462.69,4019.22,10244.72,5036.04,328.18,15608.94,28.47,2537.07,18174.47,10972.33
125239652,William Penn SD,Delaware,5651.11,6606.82,9795.61,4635.94,183.11,14614.66,0.00,746.86,15361.52,8883.08
109243503,Johnsonburg Area SD,Elk,636.00,747.15,8453.17,5134.83,350.10,13938.09,422.95,1319.68,15680.73,8730.60
109246003,Ridgway Area SD,Elk,1001.25,1185.49,7375.29,4187.06,206.33,11768.69,0.00,178.11,11946.80,7788.88
109248003,Saint Marys Area SD,Elk,2292.08,2705.70,5595.85,3316.63,287.94,9200.42,0.00,931.56,10131.98,5764.37
105251453,Corry Area SD,Erie,2260.78,2687.22,7748.58,4126.93,317.13,12192.65,11.82,2222.64,14427.11,6933.45
105252602,Erie City SD,Erie,13664.72,15855.96,8291.03,3677.48,162.97,12131.48,71.02,710.91,12913.41,7354.21
105253303,Fairview SD,Erie,1608.24,1904.53,6825.99,3932.64,406.56,11165.19,0.00,1387.74,12552.93,7791.25
105253553,Fort LeBoeuf SD,Erie,2230.40,2634.70,6248.88,3603.82,272.51,10125.21,46.10,1721.50,11892.81,6319.61
105253903,General McLane SD,Erie,2160.70,2551.86,6668.30,4121.87,315.62,11105.80,0.00,1426.11,12531.91,6902.99
105254053,Girard SD,Erie,2044.21,2370.49,6330.79,2967.97,270.24,9569.00,0.00,821.16,10390.15,6055.03
105254353,Harbor Creek SD,Erie,2072.26,2429.06,7519.26,3561.19,209.58,11290.03,346.23,1834.42,13470.68,7464.14
105256553,Iroquois SD,Erie,1305.32,1492.36,7421.80,3643.56,297.05,11362.41,0.22,1523.91,12886.54,7495.07
105257602,Millcreek Township SD,Erie,7330.74,8602.91,6298.19,4079.27,181.20,10558.66,10.81,991.27,11560.74,6938.36
105258303,North East SD,Erie,1756.93,2075.13,6689.94,3359.15,249.70,10298.79,0.00,2091.08,12389.86,6734.13
105258503,Northwestern SD,Erie,1654.84,1962.91,6946.55,2936.49,247.58,10130.63,0.00,736.05,10866.68,5881.85
105259103,Union City Area SD,Erie,1310.10,1488.19,7399.97,3710.61,422.94,11533.51,26.77,1278.39,12838.67,7078.88
105259703,Wattsburg Area SD,Erie,1606.75,1897.39,6283.35,4220.43,210.77,10714.55,46.42,1541.83,12302.81,6664.55
101260303,Albert Gallatin Area SD,Fayette,3747.92,4398.02,7256.04,4097.82,257.50,11611.36,1.91,1144.27,12757.54,6389.84
101260803,Brownsville Area SD,Fayette,1910.67,2242.03,7968.92,3817.97,195.76,11982.65,-0.46,1144.45,13126.64,6930.39
101261302,Connellsville Area SD,Fayette,5199.41,6108.70,7193.09,3755.60,220.94,11169.64,0.00,1640.83,12810.47,6707.27
101262903,Frazier SD,Fayette,1231.48,1406.05,7443.92,3803.79,270.29,11518.00,0.00,848.44,12366.44,7381.85
101264003,Laurel Highlands SD,Fayette,3429.95,4031.17,7586.07,3310.58,212.77,11109.42,0.00,1118.52,12227.95,6799.43
101268003,Uniontown Area SD,Fayette,3049.06,3455.36,7130.59,4317.67,245.14,11693.41,0.00,1615.95,13309.36,6779.32
106272003,Forest Area SD,Forest,591.21,691.77,9168.58,7226.42,424.18,16819.17,0.00,13054.88,29874.05,8908.42
112281302,Chambersburg Area SD,Franklin,9054.11,10543.99,6540.28,3104.32,166.51,9811.11,0.00,2791.13,12602.24,6263.32
112282004,Fannett-Metal SD,Franklin,554.18,653.14,7848.57,4774.85,196.67,12820.10,48.58,219.65,13088.33,7560.73
112283003,Greencastle-Antrim SD,Franklin,2982.23,3488.99,6709.45,2978.12,171.40,9858.97,214.67,738.50,10812.14,6819.08
112286003,Tuscarora SD,Franklin,2674.03,3127.92,6673.93,3737.10,183.36,10594.39,37.47,1557.47,12189.32,6749.96
112289003,Waynesboro Area SD,Franklin,4368.86,4946.93,7190.14,2739.87,186.63,10116.65,0.95,1058.02,11175.61,6325.72
111291304,Central Fulton SD,Fulton,979.89,1080.43,9194.19,3769.80,774.53,13738.52,3.63,1766.21,15508.35,9766.32
111292304,Forbes Road SD,Fulton,482.85,552.53,7739.80,4592.53,177.22,12509.55,0.00,1136.12,13645.67,8353.71
111297504,Southern Fulton SD,Fulton,930.23,1079.04,6191.72,3682.21,186.77,10060.69,16.13,91.38,10168.19,6082.83
101301303,Carmichaels Area SD,Greene,1143.20,1334.16,7605.97,3756.15,376.08,11738.20,6.10,688.08,12432.39,7137.92
101301403,Central Greene SD,Greene,2016.23,2363.06,8114.83,4674.38,299.28,13088.49,0.00,2718.79,15807.29,7757.71
101303503,Jefferson-Morgan SD,Greene,866.57,1012.24,9744.26,4274.66,429.63,14448.55,0.00,892.22,15340.77,9004.83
101306503,Southeastern Greene SD,Greene,667.96,782.27,9033.43,5965.17,304.87,15303.47,204.36,2538.92,18046.75,9338.90
101308503,West Greene SD,Greene,844.07,1005.94,9992.25,5636.17,398.58,16027.00,0.00,4025.73,20052.73,10118.55
111312503,Huntingdon Area SD,Huntingdon,2133.53,2501.58,6187.82,3756.97,37.66,9982.45,50.86,1440.14,11473.45,6334.39
111312804,Juniata Valley SD,Huntingdon,806.94,952.69,7499.34,3826.66,478.09,11804.10,10.12,1936.77,13750.99,7588.05
111316003,Mount Union Area SD,Huntingdon,1567.55,1837.82,7482.52,3350.98,221.97,11055.47,0.00,1587.86,12643.33,6167.59
111317503,Southern Huntingdon County SD,Huntingdon,1314.09,1518.43,6520.78,3681.07,193.90,10395.74,0.00,621.42,11017.16,6402.57
128321103,Blairsville-Saltsburg SD,Indiana,1835.78,2183.14,9001.79,4568.04,361.43,13931.26,0.00,1828.31,15759.57,8655.31
128323303,Homer-Center SD,Indiana,934.87,1090.68,8785.95,4486.29,337.66,13609.90,0.00,1738.92,15348.81,9067.95
128323703,Indiana Area SD,Indiana,2785.56,3270.93,10621.53,4476.16,342.66,15440.35,0.00,1297.14,16737.50,10716.59
128325203,Marion Center Area SD,Indiana,1457.56,1715.54,8030.32,4638.58,311.11,12980.02,0.00,2303.30,15283.32,7665.81
128326303,Penns Manor Area SD,Indiana,960.34,1114.65,9271.92,4540.30,401.06,14213.28,0.00,1282.80,15496.08,9345.11
128327303,Purchase Line SD,Indiana,1057.15,1242.35,8255.95,6428.84,275.63,14960.42,411.77,1311.03,16683.21,8859.22
128328003,United SD,Indiana,1306.66,1487.63,8454.95,4714.00,299.32,13468.26,219.33,2845.44,16533.03,8947.29
106330703,Brockway Area SD,Jefferson,1115.35,1315.17,6945.35,3704.56,351.93,11001.84,30.95,942.87,11975.66,7034.30
106330803,Brookville Area SD,Jefferson,1713.33,2012.23,6799.51,4119.43,271.53,11190.47,46.18,1131.96,12368.62,6697.43
106338003,Punxsutawney Area SD,Jefferson,2518.59,2991.00,8062.00,4274.24,306.95,12643.19,79.84,888.90,13611.93,7514.29
111343603,Juniata County SD,Juniata,3171.13,3696.49,5939.17,3498.23,167.18,9604.57,0.00,386.98,9991.56,5918.32
119350303,Abington Heights SD,Lackawanna,3503.29,4023.19,7090.98,3534.82,229.31,10855.11,0.00,1016.71,11871.82,7524.05
119351303,Carbondale Area SD,Lackawanna,1704.33,1957.27,7596.94,3150.42,204.37,10951.72,234.48,1096.73,12282.94,6674.21
119352203,Dunmore SD,Lackawanna,1607.04,1882.34,6153.60,2984.90,393.18,9531.68,0.00,754.49,10286.17,6418.08
119354603,Lakeland SD,Lackawanna,1663.03,1945.34,6767.61,2902.48,309.50,9979.59,150.12,0.00,10129.71,6118.09
119355503,Mid Valley SD,Lackawanna,1788.84,2043.10,6735.54,3471.19,384.97,10591.70,0.11,1226.33,11818.13,7317.74
119356503,North Pocono SD,Lackawanna,3262.08,3847.65,6915.96,4045.48,313.06,11274.50,18.86,1628.56,12921.92,7145.38
119356603,Old Forge SD,Lackawanna,990.89,1164.24,7051.80,3258.50,396.29,10706.59,75.48,977.31,11759.39,7186.91
119357003,Riverside SD,Lackawanna,1614.69,1887.23,7832.85,3688.38,344.16,11865.39,0.00,1455.63,13321.02,7659.44
119357402,Scranton SD,Lackawanna,8774.52,10132.62,8522.82,3697.28,149.51,12369.61,0.00,1423.12,13792.73,7597.29
119358403,Valley View SD,Lackawanna,2608.76,3058.20,5777.46,3300.35,162.24,9240.05,0.00,829.39,10069.43,5977.43
113361303,Cocalico SD,Lancaster,3399.33,3904.61,7344.44,3492.32,239.09,11075.85,0.00,2052.88,13128.73,7615.42
113361503,Columbia Borough SD,Lancaster,1395.87,1614.80,8774.38,3968.07,348.52,13090.97,0.00,1958.77,15049.73,8485.38
113361703,Conestoga Valley SD,Lancaster,4223.67,4903.34,7029.42,3081.82,272.31,10383.55,0.00,1351.78,11735.34,7020.73
113362203,Donegal SD,Lancaster,2985.68,3395.30,7285.72,3258.51,195.99,10740.22,0.00,3017.78,13758.00,7226.27
113362303,Eastern Lancaster County SD,Lancaster,3285.94,3783.12,7360.47,4438.40,305.02,12103.89,165.86,939.85,13209.60,9191.74
113362403,Elizabethtown Area SD,Lancaster,4065.84,4637.39,7035.46,3260.07,216.07,10511.59,0.00,1442.52,11954.12,7238.65
113362603,Ephrata Area SD,Lancaster,4208.16,4766.44,6653.90,3940.40,267.04,10861.35,0.00,1635.57,12496.92,7425.93
113363103,Hempfield SD,Lancaster,7149.10,8387.58,8316.40,3808.46,174.77,12299.63,0.00,1510.13,13809.76,8486.01
113363603,Lampeter-Strasburg SD,Lancaster,3248.48,3738.38,7585.03,3567.24,246.27,11398.54,0.00,1632.49,13031.03,8125.72
113364002,Lancaster SD,Lancaster,11170.50,12902.74,9304.58,3887.43,214.60,13406.62,0.00,1199.81,14606.43,7974.78
113364403,Manheim Central SD,Lancaster,3075.09,3612.76,7732.16,3631.93,315.85,11679.94,0.00,1651.00,13330.94,7666.00
113364503,Manheim Township SD,Lancaster,6005.22,6825.76,6541.42,3736.49,242.62,10520.53,42.23,1768.86,12331.62,7905.52
113365203,Penn Manor SD,Lancaster,5385.39,6167.55,7049.88,3072.65,194.14,10316.67,0.00,1538.12,11854.79,6864.51
113365303,Pequea Valley SD,Lancaster,1798.29,2146.99,7861.34,5240.79,318.86,13420.98,0.00,2205.99,15626.97,8127.06
113367003,Solanco SD,Lancaster,3829.24,4394.96,7074.80,3378.83,242.39,10696.01,0.00,979.55,11675.56,6984.84
113369003,Warwick SD,Lancaster,4591.20,5295.82,6933.33,3092.30,279.18,10304.81,0.40,2142.52,12447.73,6988.52
104372003,Ellwood City Area SD,Lawrence,2113.18,2495.05,7357.47,3456.03,249.60,11063.11,12.48,638.22,11713.80,7076.25
104374003,Laurel SD,Lawrence,1404.34,1659.61,6366.33,3590.31,329.52,10286.17,322.94,791.33,11400.44,6731.63
104375003,Mohawk Area SD,Lawrence,1599.81,1903.96,7662.57,3455.32,249.52,11367.41,77.32,1174.44,12619.17,6981.74
104375203,Neshannock Township SD,Lawrence,1377.69,1577.43,6497.94,3744.29,341.05,10583.28,0.00,1300.85,11884.13,7181.85
104375302,New Castle Area SD,Lawrence,3502.76,4068.30,7985.01,3222.21,244.30,11451.53,32.70,896.82,12381.05,6732.60
104376203,Shenango Area SD,Lawrence,1301.55,1532.07,7663.96,3227.02,401.69,11292.67,49.75,769.85,12112.27,7265.29
104377003,Union Area SD,Lawrence,868.31,996.46,7123.99,3497.09,394.36,11015.44,0.00,692.25,11707.69,7281.91
104378003,Wilmington Area SD,Lawrence,1435.01,1699.63,6995.35,3348.87,331.30,10675.51,514.71,7843.15,19033.37,6478.55
113380303,Annville-Cleona SD,Lebanon,1533.27,1761.06,6950.26,3477.34,330.29,10757.88,0.00,1657.81,12415.70,7405.19
113381303,Cornwall-Lebanon SD,Lebanon,4819.47,5558.14,7445.80,3452.52,233.87,11132.19,0.00,1385.79,12517.98,7473.14
113382303,Eastern Lebanon County SD,Lebanon,2560.74,2915.09,6790.38,3585.44,314.10,10689.92,0.00,1745.33,12435.25,7410.29
113384603,Lebanon SD,Lebanon,4644.94,5332.73,6730.47,3433.59,243.99,10408.04,33.40,938.46,11379.90,6370.57
113385003,Northern Lebanon SD,Lebanon,2447.00,2793.25,7221.03,4076.50,222.21,11519.74,0.00,1114.75,12634.49,7764.40
113385303,Palmyra Area SD,Lebanon,3314.61,3745.12,6315.88,2846.09,239.50,9401.47,34.27,1909.02,11344.76,6577.45
121390302,Allentown City SD,Lehigh,19331.69,22025.61,7696.18,3267.18,149.85,11113.21,0.00,839.75,11952.95,6828.54
121391303,Catasauqua Area SD,Lehigh,1620.78,1854.32,9367.33,4342.98,368.50,14078.82,0.00,1950.99,16029.81,9838.23
121392303,East Penn SD,Lehigh,8373.42,9566.74,7501.10,3826.49,177.70,11505.29,0.00,1692.23,13197.52,8021.77
121394503,Northern Lehigh SD,Lehigh,2007.45,2381.32,8289.20,3880.50,293.52,12463.22,0.00,1541.85,14005.08,7897.72
121394603,Northwestern Lehigh SD,Lehigh,2392.08,2745.61,7773.50,4241.75,264.23,12279.49,0.00,1533.01,13812.50,8243.01
121395103,Parkland SD,Lehigh,9559.85,11008.24,8248.94,3901.92,180.37,12331.23,0.00,1440.00,13771.23,8521.12
121395603,Salisbury Township SD,Lehigh,1694.46,1974.05,9540.40,5972.04,387.36,15899.81,19.31,1588.09,17507.21,10468.71
121395703,Southern Lehigh SD,Lehigh,3207.57,3690.09,8113.62,5391.29,366.52,13871.43,0.00,2216.26,16087.69,9486.08
121397803,Whitehall-Coplay SD,Lehigh,4375.19,5064.09,7061.20,3447.06,341.81,10850.06,0.00,1288.18,12138.24,7269.04
118401403,Crestwood SD,Luzerne,3086.06,3646.57,6280.50,3058.99,286.74,9626.23,54.31,625.74,10306.29,5986.35
118401603,Dallas SD,Luzerne,2805.32,3208.28,6108.34,3349.80,248.96,9707.11,0.00,1447.34,11154.45,6797.25
118402603,Greater Nanticoke Area SD,Luzerne,2375.88,2768.93,7097.61,2543.82,349.10,9990.54,0.00,672.54,10663.07,6294.61
118403003,Hanover Area SD,Luzerne,2090.66,2447.37,7416.73,3669.31,246.14,11332.18,0.00,118.39,11450.57,7213.61
118403302,Hazleton Area SD,Luzerne,10443.88,12268.83,6726.31,2900.28,214.21,9840.80,37.78,1039.28,10917.86,5745.37
118403903,Lake-Lehman SD,Luzerne,2160.90,2534.94,6846.22,3641.92,330.52,10818.66,28.49,1094.89,11942.04,6838.00
118406003,Northwest Area SD,Luzerne,1331.96,1583.80,8583.82,4342.39,240.96,13167.17,0.00,710.53,13877.70,7693.15
118406602,Pittston Area SD,Luzerne,3466.96,4070.84,6938.83,3536.73,245.03,10720.60,0.00,1004.44,11725.04,6895.84
118408852,Wilkes-Barre Area SD,Luzerne,7687.01,9005.01,7816.17,3692.25,253.49,11761.90,0.00,794.24,12556.15,7827.37
118409203,Wyoming Area SD,Luzerne,2622.59,3079.33,6514.32,3154.79,260.24,9929.35,0.00,897.12,10826.48,6246.68
118409302,Wyoming Valley West SD,Luzerne,5406.04,6344.49,7989.95,2503.09,205.07,10698.11,101.37,170.95,10970.42,7066.84
117412003,East Lycoming SD,Lycoming,1660.55,1955.07,6831.73,3406.45,373.92,10612.11,1840.08,1243.47,13695.66,7480.89
117414003,Jersey Shore Area SD,Lycoming,2789.76,3277.28,7698.21,3516.74,244.05,11459.00,0.00,1419.29,12878.29,7284.14
117414203,Loyalsock Township SD,Lycoming,1466.21,1711.66,6734.32,3649.00,336.49,10719.81,0.00,1842.52,12562.34,7427.88
117415004,Montgomery Area SD,Lycoming,870.79,1019.32,8317.19,4212.81,424.43,12954.43,0.00,1038.41,13992.84,8174.90
117415103,Montoursville Area SD,Lycoming,2014.97,2359.23,6560.68,3448.55,265.44,10274.67,0.00,1302.85,11577.52,6759.32
117415303,Muncy SD,Lycoming,1013.34,1186.28,7523.30,3836.89,542.09,11902.28,211.01,849.91,12963.20,7998.94
117416103,South Williamsport Area SD,Lycoming,1356.59,1594.32,6545.93,3426.42,317.25,10289.60,0.00,1284.66,11574.26,6671.68
117417202,Williamsport Area SD,Lycoming,5514.07,6406.78,8006.41,3959.60,207.41,12173.42,0.00,1118.68,13292.10,8356.60
109420803,Bradford Area SD,McKean,2652.85,3110.17,7172.05,4469.88,302.97,11944.89,0.00,1496.01,13440.91,6862.01
109422303,Kane Area SD,McKean,1213.54,1419.05,7480.48,3806.56,278.72,11565.76,77.46,1225.10,12868.32,7522.34
109426003,Otto-Eldred SD,McKean,711.84,813.60,7628.24,4685.19,324.46,12637.89,57.94,6839.89,19535.72,7561.85
109426303,Port Allegany SD,McKean,965.83,1141.18,8035.82,3515.31,363.05,11914.19,0.00,1174.35,13088.53,7613.87
109427503,Smethport Area SD,McKean,910.11,1072.86,8121.22,4573.47,407.63,13102.32,0.00,1618.35,14720.67,8641.13
104431304,Commodore Perry SD,Mercer,559.92,666.38,8297.34,4199.02,315.31,12811.66,0.00,4674.23,17485.89,7814.49
104432503,Farrell Area SD,Mercer,855.25,997.12,12347.43,5398.19,1112.77,18858.39,0.00,1028.88,19887.27,10484.10
104432803,Greenville Area SD,Mercer,1499.75,1762.74,7194.15,3273.73,445.14,10913.02,5.35,898.83,11817.20,6638.77
104432903,Grove City Area SD,Mercer,2256.50,2610.23,9402.72,3650.90,295.41,13349.03,138.89,1295.05,14782.96,5982.93
104433303,Hermitage SD,Mercer,2167.99,2548.67,7293.23,3416.30,410.67,11120.19,0.00,1926.63,13046.82,7231.91
104433604,Jamestown Area SD,Mercer,587.35,689.92,7133.05,4738.66,320.01,12191.71,0.00,1815.59,14007.30,7314.16
104433903,Lakeview SD,Mercer,1274.43,1495.53,6942.05,3269.47,240.22,10451.74,1.84,591.91,11045.49,6188.03
104435003,Mercer Area SD,Mercer,1338.68,1586.18,6626.94,3506.92,402.85,10536.71,0.00,1646.32,12183.03,5979.98
104435303,Reynolds SD,Mercer,1290.71,1526.56,8261.92,4571.95,316.39,13150.26,0.00,932.90,14083.16,7916.58
104435603,Sharon City SD,Mercer,2198.17,2568.38,7781.12,3160.95,330.85,11272.92,0.00,1912.17,13185.09,6830.35
104435703,Sharpsville Area SD,Mercer,1325.90,1521.04,6304.65,3385.44,264.05,9954.14,0.00,1065.29,11019.43,6703.08
104437503,West Middlesex Area SD,Mercer,1099.01,1296.40,6552.12,3404.27,323.01,10279.40,0.00,2270.39,12549.79,6028.56
111444602,Mifflin County SD,Mifflin,5549.31,6497.56,6609.79,3385.81,40.75,10036.35,0.00,1390.35,11426.70,6223.78
120452003,East Stroudsburg Area SD,Monroe,8003.23,9478.97,9173.40,4441.66,272.81,13887.88,0.00,2647.75,16535.63,8639.98
120455203,Pleasant Valley SD,Monroe,6001.72,6976.13,8680.11,4034.46,199.45,12914.03,0.00,1403.32,14317.35,8531.68
120455403,Pocono Mountain SD,Monroe,11294.16,13402.14,9942.76,5339.15,238.51,15520.42,55.53,1910.51,17486.46,10523.19
120456003,Stroudsburg Area SD,Monroe,5597.77,6636.94,9348.55,4316.63,175.22,13840.40,4.11,1375.53,15220.04,9341.88
123460302,Abington SD,Montgomery,7541.28,8858.49,9014.91,5421.34,215.08,14651.33,3.45,1102.28,15757.06,10171.99
123460504,Bryn Athyn SD,Montgomery,5.70,7.39,33547.31,4684.80,0.00,38232.10,0.00,0.00,38232.10,28363.11
123461302,Cheltenham Township SD,Montgomery,4504.58,5302.42,11887.68,6875.44,487.53,19250.64,0.00,1850.32,21100.97,12895.10
123461602,Colonial SD,Montgomery,4826.72,5673.73,11668.82,5637.97,272.32,17579.11,80.26,1005.18,18664.55,12187.28
123463603,Hatboro-Horsham SD,Montgomery,5149.25,5951.21,9103.70,4690.43,235.49,14029.61,0.45,1442.07,15472.13,9764.47
123463803,Jenkintown SD,Montgomery,626.79,738.47,11735.45,6267.32,317.70,18320.48,0.00,1897.47,20217.95,13751.18
123464502,Lower Merion SD,Montgomery,7155.09,8202.40,13488.71,9097.59,614.29,23200.59,0.00,3823.94,27024.53,17207.42
123464603,Lower Moreland Township SD,Montgomery,2131.15,2513.18,10152.06,4905.44,336.70,15394.20,0.00,2820.14,18214.34,10425.75
123465303,Methacton SD,Montgomery,5343.45,6177.58,9309.41,4927.04,236.52,14472.97,0.00,2174.51,16647.48,9828.80
123465602,Norristown Area SD,Montgomery,7359.40,8518.82,10601.85,4998.36,248.95,15849.16,0.00,696.34,16545.50,10102.33
123465702,North Penn SD,Montgomery,12782.41,14566.29,9366.99,4624.44,181.58,14173.00,12.17,1208.01,15393.18,9828.61
123466103,Perkiomen Valley SD,Montgomery,6156.27,6956.16,7575.81,4290.82,220.03,12086.66,0.00,1643.87,13730.53,8572.53
123466303,Pottsgrove SD,Montgomery,3484.05,4013.94,9025.83,4741.82,259.99,14027.64,0.00,1904.09,15931.73,9601.23
123466403,Pottstown SD,Montgomery,3259.50,3692.41,9545.52,4896.51,263.14,14705.17,3.67,805.20,15514.03,9526.86
123467103,Souderton Area SD,Montgomery,7065.05,8088.68,8580.11,4460.77,241.81,13282.69,0.00,1556.31,14839.00,9103.66
123467203,Springfield Township SD,Montgomery,2151.97,2496.72,10300.23,6871.06,361.96,17533.25,0.00,2648.25,20181.50,11975.46
123467303,Spring-Ford Area SD,Montgomery,7925.45,8947.41,8452.56,4196.26,231.88,12880.70,0.00,1381.50,14262.20,9123.37
123468303,Upper Dublin SD,Montgomery,4292.63,5075.28,10044.13,4518.09,391.23,14953.44,11.41,2647.75,17612.61,10186.97
123468402,Upper Merion Area SD,Montgomery,3621.60,4124.02,10580.45,6363.76,427.68,17371.88,2.07,6035.02,23408.97,12309.99
123468503,Upper Moreland Township SD,Montgomery,3045.51,3583.95,9264.90,4715.04,204.13,14184.07,0.00,1940.57,16124.64,9882.86
123468603,Upper Perkiomen SD,Montgomery,3273.25,3730.94,8731.40,3939.39,238.96,12909.74,0.00,972.81,13882.55,8685.52
123469303,Wissahickon SD,Montgomery,4547.45,5358.87,10667.46,5390.01,330.00,16387.47,0.00,1429.48,17816.94,11240.68
116471803,Danville Area SD,Montour,2438.32,2860.65,7928.77,3571.93,238.56,11739.26,0.00,942.20,12681.46,7266.09
120480803,Bangor Area SD,Northampton,3433.01,4049.31,7785.44,4305.48,304.15,12395.08,1.66,1406.03,13802.76,7868.28
120481002,Bethlehem Area SD,Northampton,15987.85,18335.01,7676.42,3074.96,128.34,10879.72,42.38,1442.51,12364.61,7456.15
120483302,Easton Area SD,Northampton,9309.52,10585.95,8633.65,3637.86,361.83,12633.33,0.82,1856.46,14490.62,8777.06
120484803,Nazareth Area SD,Northampton,4759.05,5609.81,7797.66,3742.55,307.29,11847.49,0.00,2169.65,14017.14,7987.94
120484903,Northampton Area SD,Northampton,5796.63,6790.75,7841.12,4133.42,206.65,12181.18,26.68,1536.12,13743.98,8049.76
120485603,Pen Argyl Area SD,Northampton,1868.06,2199.46,7239.32,4418.23,369.56,12027.11,0.00,1360.91,13388.02,8019.71
120486003,Saucon Valley SD,Northampton,2450.94,2825.94,8828.93,4625.83,391.04,13845.80,0.00,1677.23,15523.03,9775.75
120488603,Wilson Area SD,Northampton,2284.27,2626.48,7621.75,4009.96,383.84,12015.55,31.93,2505.90,14553.38,8042.99
116493503,Line Mountain SD,Northumberland,1304.97,1527.67,7320.03,4236.31,312.80,11869.14,494.66,3028.56,15392.36,7489.70
116495003,Milton Area SD,Northumberland,2273.43,2657.57,7370.52,3546.93,260.53,11177.98,0.00,1047.02,12225.00,7041.36
116495103,Mount Carmel Area SD,Northumberland,1688.12,1912.68,5898.19,2737.98,210.24,8846.42,32.10,1095.77,9974.28,5568.03
116496503,Shamokin Area SD,Northumberland,2680.11,3083.10,7853.30,3206.18,228.99,11288.46,0.00,26.63,11315.09,6086.06
116496603,Shikellamy SD,Northumberland,2968.99,3471.72,8393.63,3306.59,181.56,11881.78,0.00,983.43,12865.21,7705.25
116498003,Warrior Run SD,Northumberland,1665.72,1907.37,7003.02,3575.92,276.61,10855.56,0.00,486.17,11341.73,6836.90
115503004,Greenwood SD,Perry,849.98,994.09,6871.32,4127.33,291.79,11290.44,0.00,1688.41,12978.85,7114.08
115504003,Newport SD,Perry,1188.58,1386.02,7602.25,3142.69,231.57,10976.51,6.00,7055.19,18037.70,6473.14
115506003,Susquenita SD,Perry,1925.68,2272.52,8047.80,4337.59,267.57,12652.96,0.00,2646.34,15299.29,7845.23
115508003,West Perry SD,Perry,2723.64,3209.09,7111.34,4140.54,131.46,11383.34,0.00,1129.13,12512.47,6951.42
126515001,Philadelphia City SD,Philadelphia,205331.68,238424.83,9019.06,3905.11,171.39,13095.56,0.00,1036.47,14132.04,7336.26
120522003,Delaware Valley SD,Pike,5389.26,6318.90,7675.36,3419.92,291.65,11386.93,0.00,1346.67,12733.60,7720.30
119648303,Wallenpaupack Area SD,Pike,3596.88,4297.23,9805.09,4675.28,464.90,14945.27,0.00,1347.32,16292.58,9409.33
109530304,Austin Area SD,Potter,193.44,222.68,11707.15,6728.71,589.34,19025.20,0.00,1094.68,20119.88,11933.91
109531304,Coudersport Area SD,Potter,886.90,1034.64,6624.20,4139.14,307.58,11070.93,0.00,1628.31,12699.24,7413.91
109532804,Galeton Area SD,Potter,377.41,433.94,9927.15,5369.15,434.11,15730.42,0.00,4506.33,20236.75,10422.97
109535504,Northern Potter SD,Potter,599.09,688.42,9559.99,4673.92,382.05,14615.96,182.75,929.41,15728.12,9534.05
109537504,Oswayo Valley SD,Potter,551.89,644.53,7603.41,5087.95,519.29,13210.64,0.00,1195.36,14406.00,7675.74
129540803,Blue Mountain SD,Schuylkill,2927.86,3447.25,6614.87,3845.40,366.82,10827.10,0.00,1423.46,12250.55,6970.99
129544503,Mahanoy Area SD,Schuylkill,1161.94,1367.61,8033.67,3984.61,349.70,12367.98,250.74,4908.99,17527.71,7945.60
129544703,Minersville Area SD,Schuylkill,1313.28,1491.46,6505.67,3049.92,282.73,9838.32,359.15,1043.30,11240.77,6535.50
129545003,North Schuylkill SD,Schuylkill,2017.51,2377.58,7167.33,3311.48,261.33,10740.14,5.25,1302.04,12047.43,6612.63
129546003,Pine Grove Area SD,Schuylkill,1687.31,1980.14,7040.17,3881.21,272.25,11193.64,0.00,1326.00,12519.64,7193.58
129546103,Pottsville Area SD,Schuylkill,2841.04,3325.77,7130.09,3802.88,427.33,11360.30,0.00,740.06,12100.36,6485.55
129546803,Saint Clair Area SD,Schuylkill,861.11,1009.10,8039.09,2184.37,164.91,10388.37,0.00,491.70,10880.07,6592.49
