AUN,School District,County,2014-15 Average Daily Membership,2014-15 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Current Exp
per ADM","Facilites, Acquistion & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM",AIE per WADM
125235502,Marple Newtown SD,Delaware,3353.61,3881.64,11337.38,7279.98,354.63,18971.99,0.00,3092.80,22064.79,12561.11
125236903,Penn-Delco SD,Delaware,3478.86,3971.11,8318.50,4907.96,271.97,13498.43,73.82,1905.56,15477.81,9272.25
125237603,Radnor Township SD,Delaware,3701.81,4337.56,13662.59,7421.21,359.86,21443.66,31.35,1491.71,22966.72,14294.48
125237702,Ridley SD,Delaware,5546.20,6416.55,11044.32,4548.84,194.19,15787.35,410.80,1287.18,17485.33,11062.65
125237903,Rose Tree Media SD,Delaware,3827.01,4379.84,12216.58,7149.81,403.96,19770.35,0.00,3075.03,22845.38,13184.05
125238402,Southeast Delco SD,Delaware,4484.54,5207.34,9484.86,4030.05,175.90,13690.81,0.00,1707.92,15398.73,8177.59
125238502,Springfield SD,Delaware,3994.93,4517.43,9430.63,4613.61,376.76,14421.00,0.00,2319.49,16740.49,9953.92
125239452,Upper Darby SD,Delaware,12713.59,14347.55,8914.00,3557.03,362.85,12833.88,0.00,799.45,13633.33,8292.22
125239603,Wallingford-Swarthmore SD,Delaware,3551.53,4053.83,11908.09,5443.35,376.63,17728.07,14.75,2042.69,19785.50,12470.56
125239652,William Penn SD,Delaware,5598.34,6480.14,10430.09,4432.19,228.70,15090.98,17.81,718.34,15827.13,9459.95
109243503,Johnsonburg Area SD,Elk,608.28,709.00,10416.84,5985.07,445.83,16847.74,678.20,1361.30,18887.24,10686.10
109246003,Ridgway Area SD,Elk,878.49,1044.93,8474.14,5051.60,229.73,13755.47,0.00,95.57,13851.04,8483.73
109248003,Saint Marys Area SD,Elk,2131.63,2510.29,6218.69,4041.69,282.21,10542.58,0.00,756.74,11299.32,6570.67
105251453,Corry Area SD,Erie,2142.34,2522.49,7792.73,4463.09,436.98,12692.80,17.91,842.15,13552.85,7117.70
105252602,Erie City SD,Erie,13658.71,15780.71,8624.47,3528.90,213.07,12366.45,22.13,785.76,13174.33,6977.63
105253303,Fairview SD,Erie,1589.01,1858.08,7327.74,4519.36,493.35,12340.45,0.00,2529.10,14869.54,8003.78
105253553,Fort LeBoeuf SD,Erie,2171.06,2541.56,7478.91,4156.52,296.68,11932.10,38.65,4065.62,16036.36,7605.15
105253903,General McLane SD,Erie,2181.95,2579.38,7386.33,4226.02,352.61,11964.95,0.00,2226.97,14191.92,7030.54
105254053,Girard SD,Erie,1805.84,2097.92,7897.91,3967.13,357.51,12222.55,5.22,13283.33,25511.10,7566.19
105254353,Harbor Creek SD,Erie,2152.16,2526.96,7746.00,3859.20,227.60,11832.81,5.51,2695.72,14534.04,7610.08
105256553,Iroquois SD,Erie,1224.83,1431.56,8451.05,3946.12,384.23,12781.40,0.00,1541.10,14322.49,8174.96
105257602,Millcreek Township SD,Erie,7072.47,8318.55,7244.36,4131.13,181.35,11556.85,0.00,904.17,12461.02,7357.94
105258303,North East SD,Erie,1716.68,1999.00,7254.79,3790.76,336.54,11382.09,0.00,1197.47,12579.56,7043.85
105258503,Northwestern  SD,Erie,1460.72,1719.91,7938.06,3495.88,270.65,11704.59,0.00,109.04,11813.63,6766.85
105259103,Union City Area SD,Erie,1178.23,1338.56,8661.09,4452.73,560.79,13674.61,119.05,925.06,14718.73,8243.42
105259703,Wattsburg Area SD,Erie,1418.80,1667.27,7764.78,5392.62,274.53,13431.92,0.00,2024.66,15456.58,8104.88
101260303,Albert Gallatin Area SD,Fayette,3531.35,4145.69,8040.68,4764.81,237.41,13042.90,0.00,1392.55,14435.45,7280.87
101260803,Brownsville Area SD,Fayette,1782.78,2085.01,8826.88,4536.29,205.58,13568.76,0.00,1394.67,14963.42,7701.64
101261302,Connellsville Area SD,Fayette,4908.26,5797.10,8303.99,4302.87,217.36,12824.22,0.00,1707.65,14531.88,7243.30
101262903,Frazier SD,Fayette,1230.63,1421.05,7574.61,4355.98,278.10,12208.69,0.00,911.32,13120.01,7370.91
101264003,Laurel Highlands SD,Fayette,3213.41,3769.00,8610.26,3886.92,224.41,12721.58,0.00,1308.72,14030.31,7778.26
101268003,Uniontown Area SD,Fayette,2944.75,3431.30,8397.89,4514.04,201.27,13113.21,0.00,1285.36,14398.57,7500.58
106272003,Forest Area SD,Forest,501.57,590.82,12811.29,8574.68,526.42,21912.40,0.00,2014.36,23926.76,13016.05
112281302,Chambersburg Area SD,Franklin,9431.72,10996.26,7575.51,3822.57,211.08,11609.16,2.12,6729.48,18340.76,7396.24
112282004,Fannett-Metal SD,Franklin,515.36,602.80,8267.87,5150.73,263.85,13682.45,0.00,0.00,13682.45,8138.76
112283003,Greencastle-Antrim SD,Franklin,3087.14,3601.01,7707.52,3136.36,223.70,11067.58,3.36,1857.99,12928.93,7188.23
112286003,Tuscarora SD,Franklin,2561.72,3003.51,7411.91,4175.66,250.97,11838.54,19.00,7179.86,19037.39,7247.78
112289003,Waynesboro Area SD,Franklin,4662.82,5294.97,7307.69,2905.15,192.28,10405.12,86.68,1001.58,11493.39,6514.55
111291304,Central Fulton SD,Fulton,1040.88,1156.55,8155.73,3656.66,740.35,12552.74,0.75,10363.36,22916.85,8580.09
111292304,Forbes Road SD,Fulton,367.61,431.74,9225.28,5989.63,320.83,15535.73,0.00,1662.30,17198.04,9605.27
111297504,Southern Fulton SD,Fulton,773.14,908.69,8137.15,4423.56,270.69,12831.40,0.00,957.15,13788.55,7945.45
101301303,Carmichaels Area SD,Greene,1101.20,1286.83,7671.65,4226.99,497.63,12396.26,0.00,1158.56,13554.82,7234.12
101301403,Central Greene SD,Greene,1871.71,2178.11,9944.93,5164.81,403.21,15512.95,8.54,1623.43,17144.93,9480.11
101303503,Jefferson-Morgan SD,Greene,820.70,963.27,9653.84,4519.02,426.86,14599.73,0.00,829.98,15429.71,8930.86
101306503,Southeastern Greene SD,Greene,615.81,721.93,9670.36,6609.28,420.25,16699.90,0.00,858.85,17558.75,9013.92
101308503,West Greene SD,Greene,731.43,857.49,12562.80,6654.90,461.96,19679.66,0.00,7009.46,26689.12,12348.65
111312503,Huntingdon Area SD,Huntingdon,2044.06,2398.30,6897.62,4117.98,237.59,11253.19,0.00,1243.43,12496.62,6636.58
111312804,Juniata Valley SD,Huntingdon,771.73,898.66,7916.99,3843.33,410.10,12170.41,0.00,2217.25,14387.67,7666.06
111316003,Mount Union Area SD,Huntingdon,1540.33,1805.34,7399.17,3487.25,230.67,11117.08,0.00,3298.04,14415.13,5967.31
111317503,Southern Huntingdon County SD,Huntingdon,1228.92,1442.81,7914.52,3929.64,186.71,12030.87,0.00,702.06,12732.93,6685.74
128321103,Blairsville-Saltsburg SD,Indiana,1662.88,1956.78,10405.28,5595.19,479.09,16479.55,314.93,1860.03,18654.52,9658.44
128323303,Homer-Center SD,Indiana,856.09,1000.79,10477.24,4946.41,394.30,15817.94,0.00,1615.54,17433.49,10387.77
128323703,Indiana Area SD,Indiana,2797.53,3264.35,11665.16,4584.19,366.85,16616.20,6.92,1242.25,17865.37,11089.53
128325203,Marion Center Area SD,Indiana,1377.81,1620.95,9255.38,5286.14,368.37,14909.89,0.00,1765.14,16675.04,9091.01
128326303,Penns Manor Area SD,Indiana,895.62,1037.62,10760.10,4964.79,472.99,16197.89,31.36,967.73,17196.97,10311.98
128327303,Purchase Line SD,Indiana,965.78,1137.86,9369.23,6491.32,334.53,16195.07,158.78,3276.37,19630.23,9222.98
128328003,United SD,Indiana,1123.04,1327.37,10983.42,5545.34,326.29,16855.05,202.54,808.80,17866.40,10196.37
106330703,Brockway Area SD,Jefferson,1053.60,1230.63,8263.20,4401.39,431.39,13095.98,16.77,263.95,13376.70,8139.68
106330803,Brookville Area SD,Jefferson,1625.91,1907.46,7176.37,4606.09,335.23,12117.69,52.58,3099.76,15270.03,6960.03
106338003,Punxsutawney Area SD,Jefferson,2307.75,2726.22,9380.82,5253.00,343.16,14976.98,154.17,938.94,16070.09,8981.41
111343603,Juniata County SD,Juniata,3009.77,3544.02,6896.59,3252.12,182.42,10331.13,40.75,314.44,10686.31,6100.45
119350303,Abington Heights SD,Lackawanna,3377.49,3856.69,8648.19,3847.76,233.89,12729.84,0.00,913.64,13643.48,8787.86
119351303,Carbondale Area SD,Lackawanna,1758.15,2028.94,9373.14,2704.69,257.90,12335.72,0.77,1147.74,13484.23,7108.00
119352203,Dunmore SD,Lackawanna,1573.45,1844.02,7847.88,3342.79,450.26,11640.93,0.00,599.45,12240.39,7602.79
119354603,Lakeland SD,Lackawanna,1575.55,1843.39,8155.42,4099.87,443.02,12698.31,0.00,1166.54,13864.85,8009.03
119355503,Mid Valley SD,Lackawanna,1796.00,2071.94,7657.16,3492.07,379.97,11529.21,0.00,1479.03,13008.24,7517.73
119356503,North Pocono SD,Lackawanna,3050.16,3576.92,8637.00,4530.99,323.86,13491.85,102.84,1589.05,15183.74,8506.05
119356603,Old Forge SD,Lackawanna,939.33,1087.90,8082.19,3557.46,407.79,12047.44,0.00,898.00,12945.44,8147.47
119357003,Riverside SD,Lackawanna,1608.56,1866.46,8483.22,3901.80,315.76,12700.78,0.00,1395.34,14096.12,8388.71
119357402,Scranton SD,Lackawanna,10206.67,11504.68,9245.56,3728.24,149.14,13122.94,0.00,613.27,13736.21,8576.07
119358403,Valley View SD,Lackawanna,2439.92,2858.05,7257.47,3613.45,219.34,11090.26,0.00,769.47,11859.73,6794.90
113361303,Cocalico SD,Lancaster,3159.13,3610.29,8970.77,4280.93,297.41,13549.11,0.00,2451.04,16000.16,9220.89
113361503,Columbia Borough SD,Lancaster,1482.85,1727.54,9392.97,3736.49,301.56,13431.02,0.00,1408.52,14839.54,8521.46
113361703,Conestoga Valley SD,Lancaster,4495.33,5284.09,8281.75,3393.59,290.47,11965.81,0.00,1297.59,13263.40,7842.77
113362203,Donegal SD,Lancaster,3056.09,3486.62,8128.04,3562.80,205.24,11896.08,0.00,2725.23,14621.32,7738.80
113362303,Eastern Lancaster County SD,Lancaster,3220.39,3679.39,8231.16,5338.89,318.94,13888.99,1.82,1475.66,15366.48,8359.56
113362403,Elizabethtown Area SD,Lancaster,3956.36,4512.55,8227.75,3879.09,267.76,12374.61,0.00,1104.82,13479.43,8269.93
113362603,Ephrata Area SD,Lancaster,4234.65,4765.73,7581.60,4241.24,319.87,12142.71,0.00,2227.22,14369.93,8410.84
113363103,Hempfield  SD,Lancaster,6873.71,7897.89,9777.15,4312.01,258.96,14348.12,0.00,1453.16,15801.28,9758.16
113363603,Lampeter-Strasburg SD,Lancaster,3104.15,3558.22,8516.98,3969.51,272.64,12759.13,0.00,3007.28,15766.42,8748.39
113364002,Lancaster SD,Lancaster,11466.70,13185.38,10086.14,4544.79,218.67,14849.59,0.00,2443.27,17292.86,8711.27
113364403,Manheim Central SD,Lancaster,2998.59,3526.06,8770.58,4574.16,370.14,13714.88,0.00,1570.61,15285.49,8606.46
113364503,Manheim Township SD,Lancaster,5871.74,6865.59,7327.08,3917.00,199.70,11443.78,4.73,2568.04,14016.56,7629.12
113365203,Penn Manor SD,Lancaster,5284.63,6049.65,7865.00,3692.61,226.42,11784.03,0.00,1508.62,13292.66,8016.93
113365303,Pequea Valley SD,Lancaster,1713.70,2019.40,9480.86,6253.65,388.54,16123.05,0.00,3355.37,19478.42,10143.21
113367003,Solanco SD,Lancaster,3721.26,4272.25,7815.36,3913.36,248.76,11977.49,0.00,1324.38,13301.87,7479.95
113369003,Warwick SD,Lancaster,4284.47,4950.24,8582.59,3786.12,325.78,12694.49,0.82,2159.94,14855.25,8518.71
104372003,Ellwood City Area SD,Lawrence,1896.77,2237.82,8207.50,4223.33,268.20,12699.04,162.62,842.79,13704.45,7975.05
104374003,Laurel SD,Lawrence,1266.17,1496.40,7868.16,4874.25,403.87,13146.27,279.24,973.32,14398.83,7975.30
104375003,Mohawk Area SD,Lawrence,1582.70,1868.09,9261.40,4072.30,292.79,13626.49,479.31,1031.92,15137.72,8777.95
104375203,Neshannock Township SD,Lawrence,1276.92,1486.06,8594.66,3990.25,400.90,12985.81,0.00,1124.17,14109.98,8632.54
104375302,New Castle Area SD,Lawrence,3374.12,3857.18,8846.31,3769.60,258.60,12874.51,0.00,1416.39,14290.91,7538.06
104376203,Shenango Area SD,Lawrence,1192.91,1402.69,8876.42,3834.48,459.82,13170.72,0.00,632.35,13803.08,8197.50
104377003,Union Area SD,Lawrence,806.89,928.83,8439.63,3917.99,452.85,12810.47,10.81,678.39,13499.66,8426.04
104378003,Wilmington Area SD,Lawrence,1256.06,1491.29,9233.43,4554.36,401.34,14189.14,335.81,1388.20,15913.14,8433.18
113380303,Annville-Cleona SD,Lebanon,1504.82,1733.71,7674.62,4467.11,381.06,12522.79,0.00,1478.11,14000.90,8483.47
113381303,Cornwall-Lebanon SD,Lebanon,4801.00,5491.67,8666.88,3881.85,267.49,12816.22,21.78,1150.33,13988.33,8633.80
113382303,Eastern Lebanon County SD,Lebanon,2472.49,2778.69,8121.49,4057.94,327.24,12506.67,1.31,1904.52,14412.49,8423.43
113384603,Lebanon SD,Lebanon,5002.94,5714.09,7179.61,3622.92,241.40,11043.93,79.07,1041.68,12164.68,6386.30
113385003,Northern Lebanon SD,Lebanon,2380.32,2707.63,8112.27,4258.54,230.64,12601.45,0.00,917.78,13519.23,8306.68
113385303,Palmyra Area SD,Lebanon,3558.01,4069.79,6798.86,3290.49,250.68,10340.03,3.04,1850.07,12193.13,6941.14
121390302,Allentown City SD,Lehigh,19725.02,22468.26,8672.30,3111.58,152.81,11936.70,0.00,890.44,12827.13,7532.79
121391303,Catasauqua Area SD,Lehigh,1589.75,1826.57,9489.40,4607.22,445.84,14542.46,5.71,1941.93,16490.11,9821.81
121392303,East Penn SD,Lehigh,8398.85,9641.36,8975.16,4332.86,213.72,13521.75,0.00,1619.41,15141.15,9145.55
121394503,Northern Lehigh SD,Lehigh,1708.67,2011.34,9412.19,4927.49,391.09,14730.77,0.00,1877.65,16608.42,9146.65
121394603,Northwestern Lehigh SD,Lehigh,2302.89,2641.40,9094.43,5166.59,374.28,14635.30,10.25,1520.38,16165.94,9734.75
121395103,Parkland SD,Lehigh,9398.59,10886.78,9455.24,4503.57,194.72,14153.53,0.00,1550.84,15704.37,9433.70
121395603,Salisbury Township SD,Lehigh,1641.69,1914.98,10470.39,6513.59,484.71,17468.69,2.21,2140.06,19610.96,11489.29
121395703,Southern Lehigh SD,Lehigh,3224.48,3734.99,9556.34,5769.51,372.68,15698.53,0.00,2261.40,17959.93,10496.08
121397803,Whitehall-Coplay SD,Lehigh,4435.87,5118.75,7898.51,3821.44,233.97,11953.92,0.00,1287.52,13241.44,7864.80
118401403,Crestwood SD,Luzerne,2912.99,3416.31,7697.50,3113.99,296.47,11107.95,0.00,872.51,11980.47,7125.12
118401603,Dallas SD,Luzerne,2738.28,3148.22,7436.30,3530.23,285.55,11252.08,0.04,1681.04,12933.16,7745.42
118402603,Greater Nanticoke Area SD,Luzerne,2416.07,2832.93,6987.89,2995.15,320.10,10303.14,155.13,612.77,11071.05,6151.69
118403003,Hanover Area SD,Luzerne,2089.45,2432.61,7932.26,4002.59,251.91,12186.76,0.00,1494.32,13681.08,7882.37
118403302,Hazleton Area SD,Luzerne,10907.01,12691.68,7768.77,3180.70,188.99,11138.46,32.33,1192.68,12363.47,6496.87
118403903,Lake-Lehman SD,Luzerne,1986.82,2346.35,8161.46,4027.50,332.10,12521.05,0.00,1147.13,13668.19,7805.78
118406003,Northwest Area SD,Luzerne,1128.94,1335.06,10404.75,4376.87,254.80,15036.43,0.00,910.05,15946.47,8810.95
118406602,Pittston Area SD,Luzerne,3464.84,4044.63,7904.01,3707.80,269.65,11881.46,0.00,1030.69,12912.15,7724.49
118408852,Wilkes-Barre Area SD,Luzerne,7407.96,8613.62,10160.33,4078.30,298.66,14537.29,0.00,514.25,15051.54,9477.42
118409203,Wyoming Area SD,Luzerne,2432.20,2862.19,8216.49,3631.71,287.07,12135.27,0.00,1011.61,13146.88,7745.42
118409302,Wyoming Valley West SD,Luzerne,5254.30,6138.24,9391.13,3118.89,204.69,12714.72,115.75,621.53,13452.00,8036.19
117412003,East Lycoming SD,Lycoming,1620.79,1899.48,7800.97,4235.87,413.35,12450.19,0.00,1423.67,13873.86,7846.44
117414003,Jersey Shore Area SD,Lycoming,2640.06,3099.92,8629.40,4022.64,279.54,12931.58,0.00,1441.06,14372.63,8116.02
117414203,Loyalsock Township SD,Lycoming,1555.08,1817.21,7533.66,3997.53,361.61,11892.80,0.00,1532.08,13424.88,8112.52
117415004,Montgomery Area SD,Lycoming,872.66,1007.76,9703.31,4645.38,458.78,14807.47,0.00,4658.40,19465.87,9380.78
117415103,Montoursville Area SD,Lycoming,2001.87,2333.84,8033.54,4095.55,329.70,12458.79,0.00,1220.77,13679.56,8154.53
117415303,Muncy SD,Lycoming,1072.80,1238.57,9070.93,4489.57,546.46,14106.96,21.99,1318.64,15447.59,9633.43
117416103,South Williamsport Area SD,Lycoming,1348.90,1573.81,7642.94,3587.32,367.61,11597.87,0.00,1357.18,12955.05,7619.21
117417202,Williamsport Area SD,Lycoming,5123.68,5946.52,8891.06,4782.28,230.30,13903.65,0.00,2708.84,16612.48,7623.19
109420803,Bradford Area SD,McKean,2613.74,3051.29,8168.52,4732.72,310.13,13211.37,0.00,1320.15,14531.52,7454.69
109422303,Kane Area SD,McKean,1204.61,1408.97,8060.85,4261.93,378.63,12701.41,0.00,1628.95,14330.36,8048.29
109426003,Otto-Eldred SD,McKean,693.52,798.40,8541.18,5033.31,414.25,13988.74,0.00,2075.64,16064.38,7649.64
109426303,Port Allegany SD,McKean,884.84,1038.18,9006.42,4095.05,454.40,13555.87,0.00,6918.43,20474.30,8521.61
109427503,Smethport Area SD,McKean,875.38,1023.07,9001.12,5354.58,442.58,14798.28,0.00,9014.00,23812.28,9215.80
104431304,Commodore Perry SD,Mercer,507.16,599.68,9417.53,5329.99,400.98,15148.50,174.50,944.58,16267.59,8988.97
104432503,Farrell Area SD,Mercer,772.50,898.75,12068.64,5594.66,995.94,18659.24,0.00,1935.79,20595.04,10752.22
104432803,Greenville Area SD,Mercer,1392.21,1647.72,7883.10,3731.96,589.76,12204.81,11.12,941.08,13157.01,7005.33
104432903,Grove City Area SD,Mercer,2132.68,2451.23,11221.86,4417.47,392.62,16031.95,0.00,459.10,16491.05,6849.14
104433303,Hermitage SD,Mercer,2118.53,2481.36,8208.80,3576.47,399.57,12184.84,4.82,1321.87,13511.53,7909.13
104433604,Jamestown Area SD,Mercer,522.05,618.53,8659.61,5951.86,366.56,14978.03,0.00,1396.65,16374.67,8573.66
104433903,Lakeview SD,Mercer,1161.69,1379.77,8761.89,4129.75,293.63,13185.26,9.16,36.47,13230.90,7598.25
104435003,Mercer Area SD,Mercer,1197.83,1410.91,8157.59,4442.84,522.96,13123.39,0.00,1385.70,14509.08,7462.50
104435303,Reynolds SD,Mercer,1118.32,1321.76,10291.94,5005.28,455.51,15752.73,0.00,1751.39,17504.12,9860.88
104435603,Sharon City SD,Mercer,2177.05,2519.56,7866.90,3239.32,434.42,11540.64,0.00,2204.25,13744.89,6927.00
104435703,Sharpsville Area SD,Mercer,1310.27,1515.36,6775.04,3624.79,319.39,10719.22,12.33,2947.25,13678.80,6985.91
104437503,West Middlesex Area SD,Mercer,971.54,1154.88,8378.24,4370.94,463.96,13213.14,0.00,1299.38,14512.52,7943.45
111444602,Mifflin County SD,Mifflin,5311.66,6233.21,7477.45,3841.31,175.00,11493.75,0.00,1742.03,13235.78,6554.33
120452003,East Stroudsburg Area SD,Monroe,7287.29,8654.75,10669.41,6291.89,341.18,17302.49,0.00,7030.63,24333.12,10542.62
120455203,Pleasant Valley SD,Monroe,5222.89,6096.15,10555.97,5306.00,242.28,16104.25,0.00,1586.20,17690.45,10303.12
120455403,Pocono Mountain SD,Monroe,9846.69,11685.41,10815.43,5917.16,274.27,17006.87,112.81,2162.19,19281.86,10934.35
120456003,Stroudsburg Area SD,Monroe,5176.37,6133.10,11175.89,5420.52,231.27,16827.69,0.00,2844.81,19672.49,10754.42
123460302,Abington SD,Montgomery,7759.11,9034.79,10196.29,6071.29,239.41,16506.99,20.56,1197.31,17724.86,11393.78
123460504,Bryn Athyn SD,Montgomery,9.71,12.85,14420.10,3595.24,0.00,18015.34,0.00,0.00,18015.34,12952.76
123461302,Cheltenham Township SD,Montgomery,4514.52,5269.94,13071.77,6920.53,536.89,20529.19,0.00,1969.64,22498.83,13648.42
123461602,Colonial SD,Montgomery,4792.98,5607.89,13259.24,5988.34,305.58,19553.16,0.00,1473.28,21026.44,13275.19
123463603,Hatboro-Horsham SD,Montgomery,4797.20,5565.31,10944.15,5976.22,294.38,17214.76,0.47,2326.22,19541.44,11749.80
123463803,Jenkintown SD,Montgomery,622.07,722.94,13480.87,7069.51,489.26,21039.65,0.00,1936.92,22976.57,15753.12
123464502,Lower Merion SD,Montgomery,8089.16,9254.97,15721.86,8087.57,583.66,24393.09,0.00,3779.66,28172.75,17176.46
123464603,Lower Moreland Township SD,Montgomery,2173.76,2564.61,11483.73,5754.12,379.42,17617.27,0.00,2796.83,20414.11,11475.01
123465303,Methacton SD,Montgomery,5030.75,5765.98,10975.49,6054.05,274.78,17304.32,0.00,2167.61,19471.93,11649.33
123465602,Norristown Area SD,Montgomery,7546.46,8635.44,11557.88,5704.57,222.13,17484.58,0.00,871.43,18356.01,11450.48
123465702,North Penn SD,Montgomery,12906.30,14707.01,10958.25,4886.77,221.14,16066.16,17.26,1507.67,17591.10,10926.22
123466103,Perkiomen Valley SD,Montgomery,5820.78,6659.61,9321.09,4813.67,244.64,14379.40,0.00,1658.18,16037.59,9712.74
123466303,Pottsgrove SD,Montgomery,3367.78,3931.50,10378.12,5489.18,306.88,16174.17,0.00,1891.34,18065.51,10800.18
123466403,Pottstown SD,Montgomery,3330.30,3779.49,9794.81,4767.39,266.48,14828.68,442.75,1552.91,16824.34,9735.86
123467103,Souderton Area SD,Montgomery,6797.31,7798.20,9817.29,4886.80,170.21,14874.30,9.17,2674.75,17558.22,9997.04
123467203,Springfield Township SD,Montgomery,2338.51,2699.00,11065.57,6778.21,371.14,18214.92,0.00,2360.82,20575.74,12568.75
123467303,Spring-Ford Area SD,Montgomery,8103.25,9226.70,9517.68,4554.22,252.26,14324.15,0.00,2417.40,16741.55,10070.36
123468303,Upper Dublin SD,Montgomery,4220.02,4966.14,11321.57,5638.76,394.71,17355.04,0.00,4231.74,21586.78,11699.17
123468402,Upper Merion Area SD,Montgomery,4023.97,4533.68,11522.96,6431.67,441.94,18396.57,2.39,2847.89,21246.85,12857.84
123468503,Upper Moreland Township SD,Montgomery,3137.38,3658.43,10100.95,5438.93,224.30,15764.18,0.00,2224.17,17988.35,10249.17
123468603,Upper Perkiomen SD,Montgomery,3347.87,3777.33,9498.67,4266.27,253.58,14018.52,0.00,1205.30,15223.82,9510.97
123469303,Wissahickon SD,Montgomery,4494.40,5254.24,12745.01,6198.06,372.67,19315.74,0.00,2723.16,22038.90,13074.81
116471803,Danville Area SD,Montour,2373.63,2779.03,8375.61,4227.59,283.77,12886.96,59.04,959.02,13905.02,7987.94
120480803,Bangor Area SD,Northampton,3078.77,3632.39,9290.78,5041.52,411.42,14743.72,1.58,4418.33,19163.63,9428.57
120481002,Bethlehem Area SD,Northampton,15497.14,17859.84,9238.72,3707.11,171.08,13116.90,0.00,1639.41,14756.32,9021.33
120483302,Easton Area SD,Northampton,9309.62,10563.11,8547.66,4044.46,385.30,12977.43,9.22,1504.00,14490.65,8707.67
120484803,Nazareth Area SD,Northampton,4776.62,5630.17,8889.34,4363.56,348.22,13601.13,0.00,2164.65,15765.78,9013.86
120484903,Northampton Area SD,Northampton,5784.83,6750.70,9146.64,4644.28,247.02,14037.94,0.16,1614.88,15652.98,9111.49
120485603,Pen Argyl Area SD,Northampton,1720.26,2023.40,8851.74,5107.14,522.55,14481.43,0.00,952.16,15433.60,9501.73
120486003,Saucon Valley SD,Northampton,2321.39,2692.45,10548.21,5542.74,464.72,16555.68,0.00,5398.04,21953.71,11473.34
120488603,Wilson Area SD,Northampton,2295.44,2625.37,8815.56,4577.74,413.47,13806.77,0.00,1994.55,15801.32,9211.26
116493503,Line Mountain SD,Northumberland,1257.50,1473.07,7447.73,4746.53,296.65,12490.91,0.00,2052.13,14543.04,7450.08
116495003,Milton Area SD,Northumberland,2101.90,2457.18,8819.59,4077.44,327.41,13224.44,731.95,939.12,14895.51,8586.97
116495103,Mount Carmel Area SD,Northumberland,1525.00,1777.32,7845.00,2931.33,191.96,10968.29,0.00,4232.67,15200.96,6657.66
116496503,Shamokin Area SD,Northumberland,2491.98,2885.50,7052.07,3602.71,196.22,10851.00,0.00,273.60,11124.60,5918.32
116496603,Shikellamy SD,Northumberland,3006.52,3497.07,8853.77,3105.09,192.66,12151.52,0.00,1128.15,13279.67,7638.99
116498003,Warrior Run SD,Northumberland,1587.96,1857.99,7627.72,3984.85,208.60,11821.17,293.25,3543.76,15658.18,7471.22
115503004,Greenwood SD,Perry,784.05,915.84,8537.30,4910.75,455.69,13903.74,10.65,2320.87,16235.26,8756.14
115504003,Newport SD,Perry,1115.77,1295.71,9768.61,4090.92,340.40,14199.93,0.00,1698.24,15898.18,8794.77
115506003,Susquenita SD,Perry,1799.38,2103.51,9265.46,5182.35,267.65,14715.45,0.00,1685.83,16401.28,9129.30
115508003,West Perry SD,Perry,2608.14,3066.51,7950.14,4523.55,128.92,12602.61,4.35,925.92,13532.88,7444.89
126515001,Philadelphia City SD,Philadelphia,203402.09,234709.26,9328.74,2775.68,73.12,12177.54,0.00,1316.71,13494.25,7057.44
120522003,Delaware Valley SD,Pike,4775.74,5614.91,9536.61,4430.27,417.40,14384.27,0.00,954.61,15338.89,9441.63
119648303,Wallenpaupack Area SD,Pike,3048.33,3633.71,12452.88,6206.28,787.35,19446.52,0.00,2030.40,21476.92,12103.43
109530304,Austin Area SD,Potter,169.85,194.71,16684.00,8108.52,441.65,25234.16,0.00,1140.61,26374.77,16238.63
109531304,Coudersport Area SD,Potter,811.01,950.37,8080.10,4284.03,425.59,12789.73,0.00,1351.71,14141.44,8209.91
109532804,Galeton Area SD,Potter,348.42,399.18,12031.83,6123.78,454.92,18610.53,0.00,1805.76,20416.29,12411.15
109535504,Northern Potter SD,Potter,564.64,654.76,9724.14,5500.63,274.73,15499.49,85.42,863.61,16448.53,9832.50
109537504,Oswayo Valley SD,Potter,440.86,508.95,9762.12,5946.94,584.37,16293.43,0.00,2689.13,18982.57,10093.68
129540803,Blue Mountain SD,Schuylkill,2777.38,3251.71,7194.26,4224.96,367.92,11787.13,0.00,1635.90,13423.04,7317.03
129544503,Mahanoy Area SD,Schuylkill,1099.42,1287.82,9290.89,4863.24,406.98,14561.11,14.06,1158.20,15733.38,8803.93
129544703,Minersville Area SD,Schuylkill,1305.99,1496.11,7312.43,3793.65,344.92,11451.00,80.28,15031.66,26562.94,7481.98
129545003,North Schuylkill SD,Schuylkill,1913.67,2225.31,8504.82,3914.44,306.78,12726.04,-16.46,10462.07,23171.64,7835.19
129546003,Pine Grove Area SD,Schuylkill,1659.88,1928.79,7364.65,3980.82,302.47,11647.95,0.00,5904.90,17552.85,7201.78
129546103,Pottsville Area SD,Schuylkill,2746.42,3225.87,9412.19,4564.99,465.72,14442.90,0.00,432.07,14874.97,8771.02
129546803,Saint Clair Area SD,Schuylkill,812.76,918.89,7569.05,2559.36,201.34,10329.75,0.00,731.31,11061.05,6399.30
129547303,Schuylkill Haven Area SD,Schuylkill,1292.58,1526.33,7635.43,4398.96,379.37,12413.77,53.14,1295.55,13762.46,7719.61
