AUN,School District,County,2012-13 Average Daily Membership,2012-13 Weighted Average Daily Membership,"Instruction
per ADM","Support Services
per ADM","Non-Instructional
per ADM","Curr Exp
per ADM","Facilities Acquisition & Construction
per ADM","Other Financing Uses
per ADM","Total Exp
per ADM","AIE
per WADM"
125235502,Marple Newtown SD,Delaware,3385.46,3935.85,10324.08,6531.97,328.44,17184.49,0.00,3030.70,20215.18,11468.49
125236903,Penn-Delco SD,Delaware,3477.59,3961.44,7555.00,4435.80,278.83,12269.62,23.50,2720.07,15013.19,8467.67
125237603,Radnor Township SD,Delaware,3685.42,4226.61,12063.33,6482.29,292.09,18837.71,0.00,3274.71,22112.43,12763.18
125237702,Ridley SD,Delaware,5711.69,6649.60,10072.93,3987.95,171.64,14232.52,0.00,3713.86,17946.39,10077.73
125237903,Rose Tree Media SD,Delaware,3833.37,4405.14,11188.61,6123.30,368.88,17680.79,0.00,3379.21,21059.99,11762.13
125238402,Southeast Delco SD,Delaware,4268.22,4962.56,9696.86,4186.81,190.11,14073.78,0.00,1590.66,15664.45,8249.94
125238502,Springfield SD,Delaware,3889.88,4411.23,8754.60,4320.18,351.87,13426.65,0.00,1854.53,15281.18,9742.95
125239452,Upper Darby SD,Delaware,12573.76,14248.14,8297.19,3547.64,358.74,12203.57,0.00,602.45,12806.02,7891.36
125239603,Wallingford-Swarthmore SD,Delaware,3549.74,4082.02,10821.13,4972.77,347.28,16141.18,54.79,2064.60,18260.58,11488.67
125239652,William Penn SD,Delaware,5604.59,6528.53,9676.65,4271.68,190.06,14138.40,0.00,693.04,14831.43,9041.35
109243503,Johnsonburg Area SD,Elk,622.58,720.47,9367.80,5404.14,401.47,15173.41,287.41,1346.68,16807.51,9884.39
109246003,Ridgway Area SD,Elk,913.16,1072.62,7475.72,4577.81,261.44,12314.97,0.00,63.48,12378.45,7998.66
109248003,Saint Marys Area SD,Elk,2250.67,2645.71,5611.59,3469.86,241.46,9322.91,36.43,753.61,10112.96,5788.09
105251453,Corry Area SD,Erie,2184.07,2575.68,7646.48,4219.03,366.21,12231.72,9.87,1544.95,13786.54,6788.89
105252602,Erie City SD,Erie,13664.38,15847.11,7699.66,3270.14,211.37,11181.17,8.32,675.40,11864.89,6352.05
105253303,Fairview SD,Erie,1621.49,1902.35,6720.21,3969.10,437.43,11126.75,0.06,2031.22,13158.03,7337.30
105253553,Fort LeBoeuf SD,Erie,2173.45,2553.01,6769.59,3784.81,285.81,10840.21,7.88,1944.05,12792.13,6833.17
105253903,General McLane SD,Erie,2170.00,2566.69,6891.60,3989.40,319.92,11200.92,0.00,2136.99,13337.92,6733.73
105254053,Girard SD,Erie,1923.11,2229.17,6804.34,3179.90,306.11,10290.35,23.44,903.08,11216.87,6464.27
105254353,Harbor Creek SD,Erie,2082.54,2446.93,7365.66,3739.85,213.54,11319.05,12.54,2497.25,13828.84,7240.00
105256553,Iroquois SD,Erie,1216.43,1422.24,7686.94,3661.00,334.85,11682.79,0.00,9913.07,21595.86,7425.01
105257602,Millcreek Township SD,Erie,7410.48,8711.52,6794.59,3803.25,186.45,10784.29,0.00,1820.11,12604.40,6794.51
105258303,North East SD,Erie,1722.80,2014.50,6800.91,3594.80,323.05,10718.76,0.00,3449.95,14168.71,6731.07
105258503,Northwestern SD,Erie,1572.50,1858.38,7205.39,3143.66,245.75,10594.81,0.00,716.83,11311.63,6114.54
105259103,Union City Area SD,Erie,1279.73,1425.74,7193.99,3640.33,428.19,11262.52,20.15,880.76,12163.43,6730.66
105259703,Wattsburg Area SD,Erie,1481.13,1748.24,7025.97,4561.43,256.95,11844.36,0.00,1638.69,13483.05,6925.10
101260303,Albert Gallatin Area SD,Fayette,3759.22,4441.21,6904.60,4180.17,194.45,11279.22,0.00,1302.29,12581.51,6590.48
101260803,Brownsville Area SD,Fayette,1853.23,2188.57,7561.49,3910.66,203.80,11675.95,0.00,1363.14,13039.10,6491.26
101261302,Connellsville Area SD,Fayette,5009.96,5892.95,7567.51,4114.17,212.63,11894.31,0.00,1646.71,13541.02,7306.50
101262903,Frazier SD,Fayette,1223.18,1401.53,7005.32,4169.68,282.00,11457.00,2.04,1041.52,12500.57,7286.28
101264003,Laurel Highlands SD,Fayette,3436.05,4033.56,7035.14,3263.30,184.26,10482.70,0.00,1032.94,11515.63,6600.46
101268003,Uniontown Area SD,Fayette,3061.61,3616.84,6942.15,4110.57,146.48,11199.20,0.00,1662.58,12861.78,6477.11
106272003,Forest Area SD,Forest,566.02,659.18,10172.21,7509.34,433.14,18114.69,0.00,1650.56,19765.25,10863.24
112281302,Chambersburg Area SD,Franklin,9313.84,10853.69,6979.29,3478.18,193.83,10651.31,0.06,3298.91,13950.28,6787.18
112282004,Fannett-Metal SD,Franklin,561.19,659.56,6865.07,4548.37,205.05,11618.50,0.00,91.00,11709.50,6723.92
112283003,Greencastle-Antrim SD,Franklin,3064.78,3590.47,6943.00,2980.99,192.63,10116.62,1.93,902.38,11020.93,6675.73
112286003,Tuscarora SD,Franklin,2635.44,3098.14,6854.25,3961.60,225.59,11041.45,40.80,3707.44,14789.69,6979.06
112289003,Waynesboro Area SD,Franklin,4517.05,5122.43,7067.88,2679.97,183.07,9930.92,19.02,2795.55,12745.48,6250.28
111291304,Central Fulton SD,Fulton,1009.23,1123.19,7391.33,3423.73,817.52,11632.58,1.55,1346.79,12980.92,7692.76
111292304,Forbes Road SD,Fulton,419.58,491.06,8582.06,5090.59,265.65,13938.30,0.00,1756.70,15695.00,9192.20
111297504,Southern Fulton SD,Fulton,849.37,1006.94,6680.46,3951.58,215.54,10847.58,0.00,1573.60,12421.18,6786.31
101301303,Carmichaels Area SD,Greene,1147.68,1337.09,7507.47,3697.00,470.90,11675.36,5.94,754.39,12435.69,7113.18
101301403,Central Greene SD,Greene,1980.11,2304.85,8266.19,4522.80,327.10,13116.09,0.00,2342.92,15459.00,8164.26
101303503,Jefferson-Morgan SD,Greene,839.85,988.11,8563.95,4072.21,409.70,13045.86,0.00,889.98,13935.84,8410.64
101306503,Southeastern Greene SD,Greene,615.06,720.77,8807.32,6988.61,384.27,16180.20,0.00,1285.28,17465.48,9184.62
101308503,West Greene SD,Greene,806.54,945.67,10807.73,5532.28,383.82,16723.84,0.00,2009.25,18733.08,10777.99
111312503,Huntingdon Area SD,Huntingdon,2109.61,2469.47,6493.30,3449.73,26.56,9969.59,36.66,1657.33,11663.58,6212.35
111312804,Juniata Valley SD,Huntingdon,774.36,904.87,7567.55,3651.03,411.62,11630.20,0.00,1789.09,13419.29,7356.57
111316003,Mount Union Area SD,Huntingdon,1581.42,1854.20,6543.69,3415.86,214.33,10173.88,0.00,3682.67,13856.55,5306.77
111317503,Southern Huntingdon County SD,Huntingdon,1288.53,1507.39,6505.59,4023.52,153.52,10682.64,0.00,648.63,11331.26,5807.13
128321103,Blairsville-Saltsburg SD,Indiana,1774.18,2102.49,8752.41,4998.84,391.34,14142.60,0.00,2115.49,16258.09,8454.19
128323303,Homer-Center SD,Indiana,864.31,1011.45,9017.72,4749.45,374.42,14141.59,0.00,1560.00,15701.58,9280.42
128323703,Indiana Area SD,Indiana,2822.97,3294.76,10458.32,4171.88,349.60,14979.80,0.00,1131.14,16110.94,10469.27
128325203,Marion Center Area SD,Indiana,1360.50,1599.50,8672.57,5083.84,319.60,14076.01,0.00,2266.75,16342.76,8389.63
128326303,Penns Manor Area SD,Indiana,904.08,1048.97,9625.39,5048.14,465.79,15139.32,0.00,1272.15,16411.46,9677.38
128327303,Purchase Line SD,Indiana,1003.60,1188.46,8753.85,6363.41,302.22,15419.49,102.11,1471.81,16993.41,8827.69
128328003,United SD,Indiana,1156.41,1356.00,9833.63,5036.50,306.87,15177.00,0.00,749.12,15926.12,9702.42
106330703,Brockway Area SD,Jefferson,1067.70,1246.16,7328.48,4060.04,381.98,11770.49,198.88,329.34,12298.72,7609.44
106330803,Brookville Area SD,Jefferson,1662.63,1941.14,6886.40,4304.90,264.10,11455.40,33.45,1263.32,12752.17,6702.34
106338003,Punxsutawney Area SD,Jefferson,2403.01,2835.61,8806.87,4775.43,276.20,13858.49,6.15,962.56,14827.21,7993.24
111343603,Juniata County SD,Juniata,3012.96,3527.89,6058.82,3169.04,71.60,9299.46,0.00,940.63,10240.08,5581.32
119350303,Abington Heights SD,Lackawanna,3425.22,3922.82,7344.14,3533.81,209.38,11087.34,0.00,1411.64,12498.98,7796.58
119351303,Carbondale Area SD,Lackawanna,1717.70,1982.65,8256.49,2813.80,224.44,11294.72,0.00,1202.28,12497.00,6666.07
119352203,Dunmore SD,Lackawanna,1568.48,1837.98,6793.78,3120.06,387.27,10301.10,0.00,767.81,11068.92,7011.50
119354603,Lakeland SD,Lackawanna,1612.55,1883.36,7453.48,3654.33,396.41,11504.22,7.44,205.95,11717.62,7384.73
119355503,Mid Valley SD,Lackawanna,1790.75,2079.97,7219.33,3113.12,370.80,10703.25,0.00,1169.97,11873.22,7194.40
119356503,North Pocono SD,Lackawanna,3138.50,3687.26,7680.13,4460.02,261.60,12401.75,34.81,1667.50,14104.06,8048.52
119356603,Old Forge SD,Lackawanna,915.72,1071.02,7841.59,3751.75,357.33,11950.67,0.00,944.79,12895.46,8044.08
119357003,Riverside SD,Lackawanna,1592.87,1849.63,8558.04,3737.61,289.36,12585.01,0.00,1759.40,14344.41,8276.31
119357402,Scranton SD,Lackawanna,10197.97,11483.51,7582.11,3309.07,136.55,11027.73,0.00,907.89,11935.63,7380.09
119358403,Valley View SD,Lackawanna,2586.61,3023.77,6382.54,3241.50,180.42,9804.45,0.00,827.42,10631.88,6250.77
113361303,Cocalico SD,Lancaster,3307.46,3794.84,7918.16,3688.19,257.28,11863.63,0.00,2431.46,14295.09,8283.42
113361503,Columbia Borough SD,Lancaster,1474.60,1697.48,8696.42,3499.81,305.61,12501.85,0.00,1839.02,14340.86,8320.07
113361703,Conestoga Valley SD,Lancaster,4484.39,5222.32,7002.70,3216.76,290.16,10509.62,0.00,1658.08,12167.70,7038.92
113362203,Donegal SD,Lancaster,3020.99,3450.63,7375.41,3305.82,199.36,10880.59,0.00,2649.85,13530.44,7032.29
113362303,Eastern Lancaster County SD,Lancaster,3249.07,3725.99,7566.10,4492.09,310.56,12368.75,311.68,1330.59,14011.03,7753.18
113362403,Elizabethtown Area SD,Lancaster,3995.96,4550.58,7431.56,3401.10,225.72,11058.38,0.00,1656.30,12714.69,7568.21
113362603,Ephrata Area SD,Lancaster,4275.55,4807.46,6716.61,4121.24,273.28,11111.13,0.00,1940.06,13051.19,7606.82
113363103,Hempfield SD,Lancaster,6930.79,7925.97,9040.99,4123.69,224.06,13388.74,0.00,1459.47,14848.21,9184.24
113363603,Lampeter-Strasburg SD,Lancaster,3177.73,3665.44,7837.46,3409.90,242.45,11489.80,0.00,2274.45,13764.25,8060.32
113364002,Lancaster SD,Lancaster,11428.43,13189.98,9369.65,4033.55,221.36,13624.57,0.00,1651.03,15275.60,8070.96
113364403,Manheim Central SD,Lancaster,3006.70,3514.68,7807.01,3813.96,347.46,11968.43,0.00,2980.51,14948.94,7658.57
113364503,Manheim Township SD,Lancaster,5956.09,6802.53,6341.95,3336.57,181.97,9860.49,15.05,2773.12,12648.65,6820.60
113365203,Penn Manor SD,Lancaster,5295.86,6080.50,7150.19,3088.88,205.42,10444.49,0.00,2042.66,12487.15,6990.07
113365303,Pequea Valley SD,Lancaster,1747.28,2078.53,8676.15,5662.57,389.41,14728.12,0.00,2370.00,17098.12,9185.71
113367003,Solanco SD,Lancaster,3810.99,4376.09,6949.97,3392.29,224.69,10566.95,0.00,1791.00,12357.95,6799.48
113369003,Warwick SD,Lancaster,4502.01,5180.65,7256.80,3112.79,294.25,10663.84,0.15,2188.06,12852.04,7342.74
104372003,Ellwood City Area SD,Lawrence,2036.75,2407.72,7429.73,3621.03,246.12,11296.89,0.00,878.75,12175.64,7307.04
104374003,Laurel SD,Lawrence,1331.40,1582.90,6826.40,4028.82,318.04,11173.26,398.51,1152.35,12724.11,6904.95
104375003,Mohawk Area SD,Lawrence,1550.75,1829.40,8250.43,3664.42,264.13,12178.98,141.37,832.94,13153.28,7590.50
104375203,Neshannock Township SD,Lawrence,1337.83,1543.07,6878.89,3609.94,393.71,10882.53,0.00,1112.66,11995.20,7505.28
104375302,New Castle Area SD,Lawrence,3411.93,3920.43,8214.68,3329.62,214.24,11758.54,0.00,1277.02,13035.56,7048.95
104376203,Shenango Area SD,Lawrence,1224.89,1442.04,8387.46,3346.69,367.60,12101.74,0.00,908.95,13010.69,7817.31
104377003,Union Area SD,Lawrence,846.92,972.06,7256.83,3525.35,417.51,11199.69,0.00,692.03,11891.72,7462.26
104378003,Wilmington Area SD,Lawrence,1370.17,1627.71,7381.94,3618.61,355.16,11355.71,42.23,2334.62,13732.56,6494.99
113380303,Annville-Cleona SD,Lebanon,1524.59,1763.09,6771.77,4159.25,377.71,11308.73,0.00,8058.44,19367.17,7683.54
113381303,Cornwall-Lebanon SD,Lebanon,4819.70,5529.10,7762.79,3593.47,230.60,11586.86,20.44,1344.25,12951.55,7977.42
113382303,Eastern Lebanon County SD,Lebanon,2514.29,2841.49,7193.37,3531.04,294.60,11019.01,0.00,1712.77,12731.78,7648.10
113384603,Lebanon SD,Lebanon,4975.28,5700.94,6665.82,3193.21,255.30,10114.33,90.47,1082.35,11287.14,6068.80
113385003,Northern Lebanon SD,Lebanon,2426.08,2760.54,7622.73,4025.67,214.80,11863.20,0.00,1152.23,13015.43,8093.97
113385303,Palmyra Area SD,Lebanon,3454.07,3926.89,6117.79,2976.00,242.34,9336.13,3.16,2885.80,12225.09,5954.79
121390302,Allentown City SD,Lehigh,19117.88,21431.12,8309.80,3179.25,160.09,11649.15,0.00,883.45,12532.60,7286.12
121391303,Catasauqua Area SD,Lehigh,1596.74,1821.72,9073.41,4258.41,369.30,13701.12,58.29,1867.35,15626.75,9435.99
121392303,East Penn SD,Lehigh,8422.75,9639.44,7814.86,3964.00,194.01,11972.87,0.00,1769.59,13742.46,8194.89
121394503,Northern Lehigh SD,Lehigh,1773.71,2086.86,8597.14,4518.06,333.70,13448.90,0.00,1795.01,15243.91,8252.21
121394603,Northwestern Lehigh SD,Lehigh,2334.62,2665.62,8353.81,4560.31,327.00,13241.12,0.00,1506.18,14747.30,8967.50
121395103,Parkland SD,Lehigh,9470.27,10968.84,8448.01,4018.94,168.90,12635.85,0.00,1313.18,13949.03,8443.10
121395603,Salisbury Township SD,Lehigh,1719.25,2004.97,9460.27,5917.83,421.44,15799.54,3.11,1830.52,17633.17,10359.82
121395703,Southern Lehigh SD,Lehigh,3190.32,3688.40,8505.87,5433.38,375.55,14314.80,0.00,1990.73,16305.53,9700.51
121397803,Whitehall-Coplay SD,Lehigh,4352.53,5017.38,7265.14,3619.65,228.70,11113.49,7.95,1326.17,12447.62,8004.57
118401403,Crestwood SD,Luzerne,2908.13,3445.74,6781.62,3059.94,258.70,10100.27,0.00,698.25,10798.52,6295.68
118401603,Dallas SD,Luzerne,2750.13,3178.83,6532.87,3270.06,241.35,10044.28,0.00,1854.75,11899.03,6943.38
118402603,Greater Nanticoke Area SD,Luzerne,2346.89,2739.12,6589.02,2821.89,286.64,9697.55,134.85,474.93,10307.33,5848.50
118403003,Hanover Area SD,Luzerne,2132.84,2489.43,6877.76,3504.35,240.16,10622.27,0.00,1564.97,12187.25,7024.34
118403302,Hazleton Area SD,Luzerne,10659.61,12425.91,6630.12,2636.64,141.25,9408.01,5.21,1685.62,11098.84,5436.50
118403903,Lake-Lehman SD,Luzerne,2031.09,2387.29,7568.13,3932.24,311.90,11812.27,42.13,981.81,12836.21,7600.14
118406003,Northwest Area SD,Luzerne,1235.32,1456.19,8922.37,4299.93,263.17,13485.48,0.00,1007.23,14492.71,8280.03
118406602,Pittston Area SD,Luzerne,3424.60,3999.34,7122.62,3531.80,251.09,10905.51,0.00,982.66,11888.17,7111.04
118408852,Wilkes-Barre Area SD,Luzerne,7556.97,8830.74,8777.47,3556.74,268.03,12602.25,0.00,531.87,13134.11,8624.07
118409203,Wyoming Area SD,Luzerne,2499.00,2931.80,7020.21,3244.94,269.40,10534.55,0.00,893.23,11427.78,6804.33
118409302,Wyoming Valley West SD,Luzerne,5348.14,6270.34,8412.91,2758.38,182.99,11354.28,26.25,561.01,11941.55,7398.73
117412003,East Lycoming SD,Lycoming,1659.41,1945.49,7104.26,3424.01,399.44,10927.70,188.15,1545.64,12661.48,7225.96
117414003,Jersey Shore Area SD,Lycoming,2752.34,3207.33,7654.50,3452.37,223.79,11330.66,0.00,1627.20,12957.86,7896.16
117414203,Loyalsock Township SD,Lycoming,1485.31,1731.35,7260.91,3731.32,330.07,11322.30,0.00,1758.05,13080.35,7628.75
117415004,Montgomery Area SD,Lycoming,863.00,1001.21,8674.21,4407.72,459.19,13541.11,0.00,1415.06,14956.17,8654.46
117415103,Montoursville Area SD,Lycoming,1993.49,2338.37,6980.30,3959.87,272.60,11212.77,0.00,1523.55,12736.32,7362.13
117415303,Muncy SD,Lycoming,1040.93,1215.45,7909.14,3924.50,499.27,12332.92,452.23,1177.99,13963.14,8776.89
117416103,South Williamsport Area SD,Lycoming,1403.37,1636.68,6661.27,3125.53,353.32,10140.11,0.00,1279.43,11419.54,6771.49
117417202,Williamsport Area SD,Lycoming,5306.58,6156.00,8034.65,4091.88,223.08,12349.61,0.00,2047.15,14396.75,11721.44
109420803,Bradford Area SD,McKean,2568.50,2993.06,7865.94,4393.96,316.75,12576.65,30.36,1040.41,13647.42,7217.44
109422303,Kane Area SD,McKean,1242.52,1453.06,7294.88,3864.88,314.06,11473.82,22.66,11759.82,23256.30,7349.85
109426003,Otto-Eldred SD,McKean,738.61,839.02,7492.82,4387.96,321.18,12201.96,0.00,1992.93,14194.90,6877.94
109426303,Port Allegany SD,McKean,903.78,1060.38,8914.87,3689.23,406.18,13010.28,0.00,1365.29,14375.56,8052.58
109427503,Smethport Area SD,McKean,919.30,1077.42,7958.35,4581.74,417.94,12958.03,0.00,1894.06,14852.10,8601.29
104431304,Commodore Perry SD,Mercer,524.95,623.41,8560.98,4809.20,335.22,13705.40,0.00,1178.80,14884.20,8074.30
104432503,Farrell Area SD,Mercer,816.20,949.82,11345.72,5640.67,936.13,17922.53,0.00,1386.70,19309.23,9847.87
104432803,Greenville Area SD,Mercer,1444.21,1699.20,6802.67,3143.86,502.36,10448.89,4.93,916.58,11370.41,6265.35
104432903,Grove City Area SD,Mercer,2210.81,2556.95,9760.97,3730.45,307.98,13799.41,4.01,1519.17,15322.60,5685.87
104433303,Hermitage SD,Mercer,2186.35,2567.43,7445.14,3180.98,361.13,10987.25,0.25,1273.79,12261.29,7274.41
104433604,Jamestown Area SD,Mercer,557.46,654.00,7633.12,5260.76,303.03,13196.91,0.00,1355.65,14552.55,7877.36
104433903,Lakeview SD,Mercer,1244.69,1469.82,7193.20,3491.08,287.10,10971.38,58.75,31.15,11061.28,6567.23
104435003,Mercer Area SD,Mercer,1286.68,1520.16,6688.07,3491.93,335.55,10515.54,0.00,1690.19,12205.73,6002.59
104435303,Reynolds SD,Mercer,1229.06,1463.46,9033.75,4461.61,383.24,13878.60,0.00,1761.59,15640.19,8950.77
104435603,Sharon City SD,Mercer,2217.20,2567.55,7781.05,3103.54,317.89,11202.49,0.00,1742.03,12944.52,6649.57
104435703,Sharpsville Area SD,Mercer,1317.48,1508.06,6328.38,3327.93,244.59,9900.91,0.00,1001.54,10902.45,6701.89
104437503,West Middlesex Area SD,Mercer,1016.51,1208.56,7319.96,3991.14,396.35,11707.45,0.00,1261.35,12968.80,7061.14
111444602,Mifflin County SD,Mifflin,5422.13,6352.66,6414.68,3703.30,165.93,10283.90,0.00,1703.52,11987.42,6105.43
120452003,East Stroudsburg Area SD,Monroe,7619.55,9046.47,9691.13,4677.05,312.47,14680.65,0.00,2544.35,17225.00,9265.20
120455203,Pleasant Valley SD,Monroe,5631.61,6574.11,9609.65,4540.32,201.85,14351.82,0.00,1693.50,16045.32,9408.08
120455403,Pocono Mountain SD,Monroe,10613.74,12629.08,9406.95,5019.66,182.14,14608.75,16.11,2797.13,17421.98,9436.15
120456003,Stroudsburg Area SD,Monroe,5371.18,6362.41,10323.18,4731.34,201.81,15256.33,0.00,2555.89,17812.23,10109.76
123460302,Abington SD,Montgomery,7654.82,8935.89,9348.94,5575.26,224.10,15148.30,19.86,1576.73,16744.89,10589.01
123460504,Bryn Athyn SD,Montgomery,11.72,14.75,22896.58,3778.31,0.00,26674.89,0.00,0.00,26674.89,19913.38
123461302,Cheltenham Township SD,Montgomery,4583.19,5389.07,11637.79,6031.36,491.76,18160.90,110.00,2454.06,20724.97,12438.95
123461602,Colonial SD,Montgomery,4739.44,5544.75,12387.96,5700.88,273.80,18362.64,0.00,1035.43,19398.08,12737.25
123463603,Hatboro-Horsham SD,Montgomery,4908.00,5685.11,9844.45,5189.24,263.46,15297.15,0.45,1587.02,16884.63,10405.30
123463803,Jenkintown SD,Montgomery,625.59,729.29,12560.12,6428.29,421.52,19409.93,0.00,1213.75,20623.68,14403.78
123464502,Lower Merion SD,Montgomery,7707.81,8819.01,14570.33,7844.24,548.02,22962.59,0.00,3845.57,26808.16,16564.20
123464603,Lower Moreland Township SD,Montgomery,2178.05,2573.34,10180.81,5082.27,377.96,15641.04,0.00,3274.61,18915.64,10408.07
123465303,Methacton SD,Montgomery,5161.77,5957.79,10327.76,5435.50,248.55,16011.81,0.00,1783.47,17795.28,10802.49
123465602,Norristown Area SD,Montgomery,7544.65,8671.77,10311.88,5156.24,209.26,15677.38,0.00,745.41,16422.79,10383.41
123465702,North Penn SD,Montgomery,12939.05,14781.60,9861.64,4337.42,187.86,14386.92,28.24,1262.32,15677.48,9923.36
123466103,Perkiomen Valley SD,Montgomery,6000.44,6889.16,8630.28,4552.76,239.61,13422.64,0.00,1601.21,15023.85,9348.44
123466303,Pottsgrove SD,Montgomery,3327.63,3885.98,9709.32,5238.96,287.93,15236.21,0.00,2042.21,17278.41,10391.14
123466403,Pottstown SD,Montgomery,3278.45,3702.42,9541.38,4688.50,249.08,14478.96,505.60,968.20,15952.76,10226.79
123467103,Souderton Area SD,Montgomery,6874.57,7882.37,8871.37,4493.99,187.19,13552.55,93.28,1566.51,15212.34,9312.34
123467203,Springfield Township SD,Montgomery,2233.51,2578.62,10430.10,7011.60,362.91,17804.61,0.00,2495.36,20299.97,12014.19
123467303,Spring-Ford Area SD,Montgomery,8082.47,9158.39,8858.78,4177.91,238.34,13275.03,0.00,1829.11,15104.14,9560.00
123468303,Upper Dublin SD,Montgomery,4278.73,5053.70,10685.68,5006.78,403.02,16095.48,0.00,2763.47,18858.95,10590.58
123468402,Upper Merion Area SD,Montgomery,4047.49,4552.46,10276.27,5793.87,392.83,16462.98,0.49,7561.91,24025.38,11698.45
123468503,Upper Moreland Township SD,Montgomery,3106.10,3647.73,8982.64,4838.34,218.31,14039.30,-31.18,2309.85,16317.97,9895.29
123468603,Upper Perkiomen SD,Montgomery,3353.66,3801.37,8986.96,3975.34,234.76,13197.06,0.00,1046.51,14243.57,9069.63
123469303,Wissahickon SD,Montgomery,4470.01,5254.67,11590.05,5456.54,354.12,17400.72,0.00,989.71,18390.43,11946.77
116471803,Danville Area SD,Montour,2273.91,2633.73,8269.66,4069.66,272.09,12611.42,144.96,848.85,13605.23,7893.69
120480803,Bangor Area SD,Northampton,3227.03,3800.27,8709.89,4540.22,346.48,13596.58,0.00,1908.34,15504.92,8672.51
120481002,Bethlehem Area SD,Northampton,15838.54,18095.21,8109.39,3372.00,144.32,11625.72,3.71,1834.82,13464.25,7914.88
120483302,Easton Area SD,Northampton,9400.91,10627.73,8370.90,3674.84,360.10,12405.84,0.00,1663.56,14069.40,8727.99
120484803,Nazareth Area SD,Northampton,4708.14,5546.69,8048.98,3976.34,317.75,12343.07,0.00,1880.94,14224.01,8295.29
120484903,Northampton Area SD,Northampton,5710.24,6679.94,8259.11,4415.69,223.62,12898.43,0.38,1803.16,14701.97,8482.91
120485603,Pen Argyl Area SD,Northampton,1792.03,2098.31,7700.15,4583.20,433.58,12716.94,0.00,1214.00,13930.93,8504.20
120486003,Saucon Valley SD,Northampton,2391.61,2763.74,9221.24,4873.29,417.09,14511.63,0.00,1772.00,16283.63,10107.93
120488603,Wilson Area SD,Northampton,2294.58,2631.44,7858.64,4015.37,365.29,12239.30,0.00,1998.64,14237.94,8342.39
116493503,Line Mountain SD,Northumberland,1259.22,1467.94,6882.07,4643.16,276.64,11801.86,0.00,9147.08,20948.94,7036.75
116495003,Milton Area SD,Northumberland,2239.21,2610.07,7617.49,3363.49,262.80,11243.78,0.00,998.04,12241.82,6877.83
116495103,Mount Carmel Area SD,Northumberland,1612.13,1884.81,6204.28,2287.28,168.27,8659.84,-0.46,1143.63,9803.01,5272.18
116496503,Shamokin Area SD,Northumberland,2459.10,2869.38,7435.28,3579.12,175.91,11190.31,0.00,0.00,11190.31,5749.60
116496603,Shikellamy SD,Northumberland,3027.98,3542.72,8098.25,3020.35,184.05,11302.65,0.00,966.67,12269.32,7431.67
116498003,Warrior Run SD,Northumberland,1673.25,1955.97,6828.64,3770.82,246.56,10846.01,265.73,566.46,11678.20,7042.37
115503004,Greenwood SD,Perry,815.70,956.75,7459.42,4200.82,388.73,12048.97,108.90,14245.70,26403.57,7796.19
115504003,Newport SD,Perry,1150.31,1340.30,8647.08,3507.70,291.56,12446.34,1.29,15971.19,28418.82,7733.53
115506003,Susquenita SD,Perry,1812.77,2127.40,7950.41,4427.08,286.57,12664.06,0.00,3073.80,15737.86,7689.82
115508003,West Perry SD,Perry,2641.69,3104.05,7246.29,4005.99,125.71,11377.99,0.00,1237.70,12615.69,6802.23
126515001,Philadelphia City SD,Philadelphia,202134.44,233183.86,9707.60,3279.46,90.07,13077.13,0.00,1283.97,14361.10,7553.77
120522003,Delaware Valley SD,Pike,5067.41,5972.34,8210.93,3654.36,335.38,12200.67,0.00,1317.38,13518.05,7984.00
119648303,Wallenpaupack Area SD,Pike,3374.04,4014.85,10676.96,5041.65,521.46,16240.06,0.00,1610.76,17850.82,10356.59
109530304,Austin Area SD,Potter,178.70,208.10,14227.15,7260.15,421.11,21908.42,0.00,1112.35,23020.77,13609.42
109531304,Coudersport Area SD,Potter,858.10,1000.46,6984.60,4081.40,373.64,11439.64,0.00,1848.72,13288.35,7461.01
109532804,Galeton Area SD,Potter,391.84,446.49,10382.24,5158.93,446.95,15988.12,0.00,10051.44,26039.57,11069.48
109535504,Northern Potter SD,Potter,545.89,636.48,9778.06,5681.61,251.74,15711.42,178.71,8311.56,24201.68,9732.66
109537504,Oswayo Valley SD,Potter,485.73,561.85,8304.37,5388.91,519.61,14212.88,14.82,9410.87,23638.57,8900.23
129540803,Blue Mountain SD,Schuylkill,2892.30,3391.64,6803.02,4012.65,357.30,11172.98,0.00,1322.09,12495.07,7154.06
129544503,Mahanoy Area SD,Schuylkill,1090.42,1280.09,7631.62,4824.47,384.81,12840.90,28.71,1519.51,14389.12,8077.29
129544703,Minersville Area SD,Schuylkill,1341.31,1515.58,6711.83,3420.73,291.71,10424.28,29.82,1028.63,11482.73,7150.75
129545003,North Schuylkill SD,Schuylkill,2048.99,2387.49,6978.33,3318.64,265.74,10562.72,0.00,869.32,11432.03,6675.21
129546003,Pine Grove Area SD,Schuylkill,1636.05,1910.33,6983.15,3689.03,262.10,10934.27,0.00,1393.46,12327.74,6946.01
129546103,Pottsville Area SD,Schuylkill,2813.21,3288.68,8285.99,4060.73,434.06,12780.78,0.00,271.61,13052.39,7957.25
129546803,Saint Clair Area SD,Schuylkill,874.60,1018.01,8662.74,2442.14,193.91,11298.79,0.00,924.46,12223.25,7521.84
